ID,KP,AP,F10.7,DENSITY
571980,4.30E+01,3.20E+01,1.19E+02,2.90E-12
572040,4.30E+01,3.20E+01,1.19E+02,2.87E-12
572100,4.30E+01,3.20E+01,1.19E+02,2.80E-12
572160,4.30E+01,3.20E+01,1.19E+02,2.73E-12
572220,4.30E+01,3.20E+01,1.19E+02,2.65E-12
572280,4.30E+01,3.20E+01,1.19E+02,2.68E-12
572340,4.30E+01,3.20E+01,1.19E+02,2.70E-12
572400,4.30E+01,3.20E+01,1.19E+02,2.93E-12
572460,4.30E+01,3.20E+01,1.19E+02,3.04E-12
572520,4.30E+01,3.20E+01,1.19E+02,3.24E-12
572580,4.30E+01,3.20E+01,1.19E+02,3.11E-12
572640,4.30E+01,3.20E+01,1.19E+02,3.07E-12
572700,4.30E+01,3.20E+01,1.19E+02,3.08E-12
572760,4.30E+01,3.20E+01,1.19E+02,2.91E-12
572820,4.30E+01,3.20E+01,1.19E+02,2.85E-12
572880,4.30E+01,3.20E+01,1.19E+02,2.66E-12
572940,4.30E+01,3.20E+01,1.19E+02,2.75E-12
573000,4.30E+01,3.20E+01,1.19E+02,2.84E-12
573060,4.30E+01,3.20E+01,1.19E+02,2.87E-12
573120,4.30E+01,3.20E+01,1.19E+02,2.67E-12
573180,4.30E+01,3.20E+01,1.19E+02,2.67E-12
573240,4.30E+01,3.20E+01,1.19E+02,2.67E-12
573300,4.30E+01,3.20E+01,1.19E+02,2.74E-12
573360,4.30E+01,3.20E+01,1.19E+02,2.60E-12
573420,4.30E+01,3.20E+01,1.19E+02,2.37E-12
573480,4.30E+01,3.20E+01,1.19E+02,2.35E-12
573540,4.30E+01,3.20E+01,1.19E+02,3.33E-12
573600,4.30E+01,3.20E+01,1.19E+02,3.31E-12
573660,4.30E+01,3.20E+01,1.19E+02,2.95E-12
573720,4.30E+01,3.20E+01,1.19E+02,2.44E-12
573780,4.30E+01,3.20E+01,1.19E+02,2.44E-12
573840,4.30E+01,3.20E+01,1.19E+02,1.83E-12
573900,4.30E+01,3.20E+01,1.19E+02,1.77E-12
573960,4.30E+01,3.20E+01,1.19E+02,1.69E-12
574020,4.30E+01,3.20E+01,1.19E+02,1.84E-12
574080,4.30E+01,3.20E+01,1.19E+02,2.08E-12
574140,4.30E+01,3.20E+01,1.19E+02,1.80E-12
574200,4.30E+01,3.20E+01,1.19E+02,1.82E-12
574260,4.30E+01,3.20E+01,1.19E+02,2.01E-12
574320,4.30E+01,3.20E+01,1.19E+02,1.79E-12
574380,4.30E+01,3.20E+01,1.19E+02,1.45E-12
574440,4.30E+01,3.20E+01,1.19E+02,1.45E-12
574500,4.30E+01,3.20E+01,1.19E+02,1.65E-12
574560,4.30E+01,3.20E+01,1.19E+02,1.78E-12
574620,4.30E+01,3.20E+01,1.19E+02,1.96E-12
574680,4.30E+01,3.20E+01,1.19E+02,2.17E-12
574740,4.30E+01,3.20E+01,1.19E+02,2.26E-12
574800,4.30E+01,3.20E+01,1.19E+02,2.30E-12
574860,4.30E+01,3.20E+01,1.19E+02,2.42E-12
574920,4.30E+01,3.20E+01,1.19E+02,2.56E-12
574980,4.30E+01,3.20E+01,1.19E+02,2.70E-12
575040,4.30E+01,3.20E+01,1.19E+02,2.85E-12
575100,4.30E+01,3.20E+01,1.19E+02,2.96E-12
575160,4.30E+01,3.20E+01,1.19E+02,2.96E-12
575220,4.30E+01,3.20E+01,1.19E+02,3.00E-12
575280,4.30E+01,3.20E+01,1.19E+02,2.90E-12
575340,4.30E+01,3.20E+01,1.19E+02,2.79E-12
575400,4.30E+01,3.20E+01,1.19E+02,2.59E-12
575460,4.30E+01,3.20E+01,1.19E+02,2.40E-12
575520,4.30E+01,3.20E+01,1.19E+02,2.44E-12
575580,4.30E+01,3.20E+01,1.19E+02,2.24E-12
575640,4.30E+01,3.20E+01,1.19E+02,2.21E-12
575700,4.30E+01,3.20E+01,1.19E+02,2.12E-12
575760,4.30E+01,3.20E+01,1.19E+02,2.17E-12
575820,4.30E+01,3.20E+01,1.19E+02,2.29E-12
575880,4.30E+01,3.20E+01,1.19E+02,2.27E-12
575940,4.30E+01,3.20E+01,1.19E+02,2.15E-12
576000,4.30E+01,3.20E+01,1.19E+02,2.24E-12
576060,4.30E+01,3.20E+01,1.19E+02,2.37E-12
576120,4.30E+01,3.20E+01,1.19E+02,2.16E-12
576180,4.30E+01,3.20E+01,1.19E+02,2.25E-12
576240,4.30E+01,3.20E+01,1.19E+02,2.45E-12
576300,4.30E+01,3.20E+01,1.19E+02,2.62E-12
576360,4.30E+01,3.20E+01,1.19E+02,3.01E-12
576420,4.30E+01,3.20E+01,1.19E+02,2.98E-12
576480,4.30E+01,3.20E+01,1.19E+02,3.16E-12
576540,4.30E+01,3.20E+01,1.19E+02,2.75E-12
576600,4.30E+01,3.20E+01,1.19E+02,2.29E-12
576660,4.30E+01,3.20E+01,1.19E+02,2.22E-12
576720,4.30E+01,3.20E+01,1.19E+02,2.04E-12
576780,4.30E+01,3.20E+01,1.19E+02,2.21E-12
576840,4.30E+01,3.20E+01,1.19E+02,2.30E-12
576900,4.30E+01,3.20E+01,1.19E+02,2.22E-12
576960,4.30E+01,3.20E+01,1.19E+02,2.22E-12
577020,4.30E+01,3.20E+01,1.19E+02,2.32E-12
577080,4.30E+01,3.20E+01,1.19E+02,2.50E-12
577140,4.30E+01,3.20E+01,1.19E+02,2.67E-12
577200,4.30E+01,3.20E+01,1.19E+02,2.76E-12
577260,4.30E+01,3.20E+01,1.19E+02,2.82E-12
577320,4.30E+01,3.20E+01,1.19E+02,2.75E-12
577380,4.30E+01,3.20E+01,1.19E+02,2.75E-12
577440,4.30E+01,3.20E+01,1.19E+02,2.73E-12
577500,4.30E+01,3.20E+01,1.19E+02,2.70E-12
577560,4.30E+01,3.20E+01,1.19E+02,2.77E-12
577620,4.30E+01,3.20E+01,1.19E+02,2.78E-12
577680,4.30E+01,3.20E+01,1.19E+02,2.85E-12
577740,4.30E+01,3.20E+01,1.19E+02,2.98E-12
577800,4.30E+01,3.20E+01,1.19E+02,3.04E-12
577860,4.30E+01,3.20E+01,1.19E+02,3.10E-12
577920,4.30E+01,3.20E+01,1.19E+02,3.22E-12
577980,4.30E+01,3.20E+01,1.19E+02,3.35E-12
578040,4.30E+01,3.20E+01,1.19E+02,3.51E-12
578100,4.30E+01,3.20E+01,1.19E+02,3.28E-12
578160,4.30E+01,3.20E+01,1.19E+02,3.08E-12
578220,4.30E+01,3.20E+01,1.19E+02,3.00E-12
578280,4.30E+01,3.20E+01,1.19E+02,3.01E-12
578340,4.30E+01,3.20E+01,1.19E+02,3.04E-12
578400,4.30E+01,3.20E+01,1.19E+02,2.89E-12
578460,4.30E+01,3.20E+01,1.19E+02,2.56E-12
578520,4.30E+01,3.20E+01,1.19E+02,2.27E-12
578580,4.30E+01,3.20E+01,1.19E+02,2.25E-12
578640,4.30E+01,3.20E+01,1.19E+02,2.37E-12
578700,4.30E+01,3.20E+01,1.19E+02,2.39E-12
578760,4.30E+01,3.20E+01,1.19E+02,2.34E-12
578820,4.30E+01,3.20E+01,1.19E+02,2.14E-12
578880,4.30E+01,3.20E+01,1.19E+02,2.13E-12
578940,4.30E+01,3.20E+01,1.19E+02,2.16E-12
579000,4.30E+01,3.20E+01,1.19E+02,1.99E-12
579060,4.30E+01,3.20E+01,1.19E+02,1.65E-12
579120,4.30E+01,3.20E+01,1.19E+02,1.73E-12
579180,4.30E+01,3.20E+01,1.19E+02,1.93E-12
579240,4.30E+01,3.20E+01,1.19E+02,1.71E-12
579300,4.30E+01,3.20E+01,1.19E+02,1.27E-12
579360,4.30E+01,3.20E+01,1.19E+02,1.51E-12
579420,4.30E+01,3.20E+01,1.19E+02,1.60E-12
579480,4.30E+01,3.20E+01,1.19E+02,1.49E-12
579540,4.30E+01,3.20E+01,1.19E+02,1.36E-12
579600,4.30E+01,3.20E+01,1.19E+02,1.28E-12
579660,4.30E+01,3.20E+01,1.19E+02,1.48E-12
579720,4.30E+01,3.20E+01,1.19E+02,1.59E-12
579780,4.30E+01,3.20E+01,1.19E+02,1.68E-12
579840,4.30E+01,3.20E+01,1.19E+02,1.76E-12
579900,4.30E+01,3.20E+01,1.19E+02,1.83E-12
579960,4.30E+01,3.20E+01,1.19E+02,1.93E-12
580020,4.30E+01,3.20E+01,1.19E+02,2.12E-12
580080,4.30E+01,3.20E+01,1.19E+02,2.40E-12
580140,4.30E+01,3.20E+01,1.19E+02,2.54E-12
580200,4.30E+01,3.20E+01,1.19E+02,2.68E-12
580260,4.30E+01,3.20E+01,1.19E+02,2.57E-12
580320,4.30E+01,3.20E+01,1.19E+02,2.50E-12
580380,4.30E+01,3.20E+01,1.19E+02,2.40E-12
580440,4.30E+01,3.20E+01,1.19E+02,2.35E-12
580500,4.30E+01,3.20E+01,1.19E+02,2.34E-12
580560,4.30E+01,3.20E+01,1.19E+02,2.46E-12
580620,4.30E+01,3.20E+01,1.19E+02,2.53E-12
580680,4.30E+01,3.20E+01,1.19E+02,2.65E-12
580740,4.30E+01,3.20E+01,1.19E+02,2.71E-12
580800,4.30E+01,3.20E+01,1.19E+02,2.70E-12
580860,4.30E+01,3.20E+01,1.19E+02,2.70E-12
580920,4.30E+01,3.20E+01,1.19E+02,2.67E-12
580980,4.30E+01,3.20E+01,1.19E+02,2.56E-12
581040,4.30E+01,3.20E+01,1.19E+02,2.27E-12
581100,4.30E+01,3.20E+01,1.19E+02,2.01E-12
581160,4.30E+01,3.20E+01,1.19E+02,2.04E-12
581220,4.30E+01,3.20E+01,1.19E+02,2.20E-12
581280,4.30E+01,3.20E+01,1.19E+02,2.16E-12
581340,4.30E+01,3.20E+01,1.19E+02,1.97E-12
581400,4.30E+01,3.20E+01,1.19E+02,1.97E-12
581460,4.30E+01,3.20E+01,1.19E+02,1.88E-12
581520,4.30E+01,3.20E+01,1.19E+02,1.91E-12
581580,4.30E+01,3.20E+01,1.19E+02,2.07E-12
581640,4.30E+01,3.20E+01,1.19E+02,1.96E-12
581700,4.30E+01,3.20E+01,1.19E+02,1.91E-12
581760,4.30E+01,3.20E+01,1.19E+02,2.09E-12
581820,4.30E+01,3.20E+01,1.19E+02,2.13E-12
581880,4.30E+01,3.20E+01,1.19E+02,2.00E-12
581940,4.30E+01,3.20E+01,1.19E+02,2.41E-12
582000,4.30E+01,3.20E+01,1.19E+02,1.97E-12
582060,4.30E+01,3.20E+01,1.19E+02,1.88E-12
582120,4.30E+01,3.20E+01,1.19E+02,1.90E-12
582180,4.30E+01,3.20E+01,1.19E+02,1.86E-12
582240,4.30E+01,3.20E+01,1.19E+02,1.81E-12
582300,4.30E+01,3.20E+01,1.19E+02,1.89E-12
582360,4.30E+01,3.20E+01,1.19E+02,2.08E-12
582420,4.30E+01,3.20E+01,1.19E+02,2.30E-12
582480,4.30E+01,3.20E+01,1.19E+02,2.39E-12
582540,4.30E+01,3.20E+01,1.19E+02,2.47E-12
582600,4.30E+01,3.20E+01,1.19E+02,2.55E-12
582660,4.30E+01,3.20E+01,1.19E+02,2.58E-12
582720,4.30E+01,3.20E+01,1.19E+02,2.63E-12
582780,4.30E+01,3.20E+01,1.19E+02,2.71E-12
582840,4.30E+01,3.20E+01,1.19E+02,2.87E-12
582900,4.30E+01,3.20E+01,1.19E+02,2.96E-12
582960,4.30E+01,3.20E+01,1.19E+02,3.09E-12
583020,4.30E+01,3.20E+01,1.19E+02,3.14E-12
583080,4.30E+01,3.20E+01,1.19E+02,3.16E-12
583140,4.30E+01,3.20E+01,1.19E+02,3.15E-12
583200,3.70E+01,2.20E+01,1.19E+02,3.05E-12
583260,3.70E+01,2.20E+01,1.19E+02,3.01E-12
583320,3.70E+01,2.20E+01,1.19E+02,2.94E-12
583380,3.70E+01,2.20E+01,1.19E+02,2.87E-12
583440,3.70E+01,2.20E+01,1.19E+02,2.66E-12
583500,3.70E+01,2.20E+01,1.19E+02,2.63E-12
583560,3.70E+01,2.20E+01,1.19E+02,2.65E-12
583620,3.70E+01,2.20E+01,1.19E+02,2.78E-12
583680,3.70E+01,2.20E+01,1.19E+02,2.94E-12
583740,3.70E+01,2.20E+01,1.19E+02,2.95E-12
583800,3.70E+01,2.20E+01,1.19E+02,2.91E-12
583860,3.70E+01,2.20E+01,1.19E+02,2.93E-12
583920,3.70E+01,2.20E+01,1.19E+02,2.86E-12
583980,3.70E+01,2.20E+01,1.19E+02,2.78E-12
584040,3.70E+01,2.20E+01,1.19E+02,2.55E-12
584100,3.70E+01,2.20E+01,1.19E+02,2.43E-12
584160,3.70E+01,2.20E+01,1.19E+02,2.30E-12
584220,3.70E+01,2.20E+01,1.19E+02,2.28E-12
584280,3.70E+01,2.20E+01,1.19E+02,2.32E-12
584340,3.70E+01,2.20E+01,1.19E+02,2.33E-12
584400,3.70E+01,2.20E+01,1.19E+02,2.18E-12
584460,3.70E+01,2.20E+01,1.19E+02,2.23E-12
584520,3.70E+01,2.20E+01,1.19E+02,1.88E-12
584580,3.70E+01,2.20E+01,1.19E+02,1.74E-12
584640,3.70E+01,2.20E+01,1.19E+02,1.71E-12
584700,3.70E+01,2.20E+01,1.19E+02,1.82E-12
584760,3.70E+01,2.20E+01,1.19E+02,2.03E-12
584820,3.70E+01,2.20E+01,1.19E+02,2.00E-12
584880,3.70E+01,2.20E+01,1.19E+02,1.61E-12
584940,3.70E+01,2.20E+01,1.19E+02,1.48E-12
585000,3.70E+01,2.20E+01,1.19E+02,1.67E-12
585060,3.70E+01,2.20E+01,1.19E+02,1.76E-12
585120,3.70E+01,2.20E+01,1.19E+02,1.81E-12
585180,3.70E+01,2.20E+01,1.19E+02,1.78E-12
585240,3.70E+01,2.20E+01,1.19E+02,1.88E-12
585300,3.70E+01,2.20E+01,1.19E+02,1.95E-12
585360,3.70E+01,2.20E+01,1.19E+02,1.91E-12
585420,3.70E+01,2.20E+01,1.19E+02,1.81E-12
585480,3.70E+01,2.20E+01,1.19E+02,1.70E-12
585540,3.70E+01,2.20E+01,1.19E+02,1.71E-12
585600,3.70E+01,2.20E+01,1.19E+02,1.74E-12
585660,3.70E+01,2.20E+01,1.19E+02,1.74E-12
585720,3.70E+01,2.20E+01,1.19E+02,1.81E-12
585780,3.70E+01,2.20E+01,1.19E+02,1.92E-12
585840,3.70E+01,2.20E+01,1.19E+02,1.93E-12
585900,3.70E+01,2.20E+01,1.19E+02,1.93E-12
585960,3.70E+01,2.20E+01,1.19E+02,1.87E-12
586020,3.70E+01,2.20E+01,1.19E+02,1.79E-12
586080,3.70E+01,2.20E+01,1.19E+02,1.70E-12
586140,3.70E+01,2.20E+01,1.19E+02,1.75E-12
586200,3.70E+01,2.20E+01,1.19E+02,1.83E-12
586260,3.70E+01,2.20E+01,1.19E+02,1.84E-12
586320,3.70E+01,2.20E+01,1.19E+02,1.87E-12
586380,3.70E+01,2.20E+01,1.19E+02,1.87E-12
586440,3.70E+01,2.20E+01,1.19E+02,1.92E-12
586500,3.70E+01,2.20E+01,1.19E+02,1.93E-12
586560,3.70E+01,2.20E+01,1.19E+02,1.99E-12
586620,3.70E+01,2.20E+01,1.19E+02,2.09E-12
586680,3.70E+01,2.20E+01,1.19E+02,2.02E-12
586740,3.70E+01,2.20E+01,1.19E+02,1.97E-12
586800,3.70E+01,2.20E+01,1.19E+02,2.16E-12
586860,3.70E+01,2.20E+01,1.19E+02,2.29E-12
586920,3.70E+01,2.20E+01,1.19E+02,2.17E-12
586980,3.70E+01,2.20E+01,1.19E+02,2.10E-12
587040,3.70E+01,2.20E+01,1.19E+02,2.31E-12
587100,3.70E+01,2.20E+01,1.19E+02,2.35E-12
587160,3.70E+01,2.20E+01,1.19E+02,2.31E-12
587220,3.70E+01,2.20E+01,1.19E+02,2.28E-12
587280,3.70E+01,2.20E+01,1.19E+02,2.40E-12
587340,3.70E+01,2.20E+01,1.19E+02,2.49E-12
587400,3.70E+01,2.20E+01,1.19E+02,2.54E-12
587460,3.70E+01,2.20E+01,1.19E+02,2.47E-12
587520,3.70E+01,2.20E+01,1.19E+02,2.57E-12
587580,3.70E+01,2.20E+01,1.19E+02,2.62E-12
587640,3.70E+01,2.20E+01,1.19E+02,2.37E-12
587700,3.70E+01,2.20E+01,1.19E+02,2.32E-12
587760,3.70E+01,2.20E+01,1.19E+02,2.26E-12
587820,3.70E+01,2.20E+01,1.19E+02,2.20E-12
587880,3.70E+01,2.20E+01,1.19E+02,2.22E-12
587940,3.70E+01,2.20E+01,1.19E+02,2.23E-12
588000,3.70E+01,2.20E+01,1.19E+02,2.28E-12
588060,3.70E+01,2.20E+01,1.19E+02,2.34E-12
588120,3.70E+01,2.20E+01,1.19E+02,2.40E-12
588180,3.70E+01,2.20E+01,1.19E+02,2.47E-12
588240,3.70E+01,2.20E+01,1.19E+02,2.47E-12
588300,3.70E+01,2.20E+01,1.19E+02,2.55E-12
588360,3.70E+01,2.20E+01,1.19E+02,2.65E-12
588420,3.70E+01,2.20E+01,1.19E+02,2.76E-12
588480,3.70E+01,2.20E+01,1.19E+02,2.78E-12
588540,3.70E+01,2.20E+01,1.19E+02,2.79E-12
588600,3.70E+01,2.20E+01,1.19E+02,2.76E-12
588660,3.70E+01,2.20E+01,1.19E+02,2.66E-12
588720,3.70E+01,2.20E+01,1.19E+02,2.55E-12
588780,3.70E+01,2.20E+01,1.19E+02,2.43E-12
588840,3.70E+01,2.20E+01,1.19E+02,2.38E-12
588900,3.70E+01,2.20E+01,1.19E+02,2.34E-12
588960,3.70E+01,2.20E+01,1.19E+02,2.43E-12
589020,3.70E+01,2.20E+01,1.19E+02,2.58E-12
589080,3.70E+01,2.20E+01,1.19E+02,2.65E-12
589140,3.70E+01,2.20E+01,1.19E+02,2.67E-12
589200,3.70E+01,2.20E+01,1.19E+02,2.74E-12
589260,3.70E+01,2.20E+01,1.19E+02,2.79E-12
589320,3.70E+01,2.20E+01,1.19E+02,2.81E-12
589380,3.70E+01,2.20E+01,1.19E+02,2.74E-12
589440,3.70E+01,2.20E+01,1.19E+02,2.66E-12
589500,3.70E+01,2.20E+01,1.19E+02,2.68E-12
589560,3.70E+01,2.20E+01,1.19E+02,2.63E-12
589620,3.70E+01,2.20E+01,1.19E+02,2.39E-12
589680,3.70E+01,2.20E+01,1.19E+02,2.37E-12
589740,3.70E+01,2.20E+01,1.19E+02,2.48E-12
589800,3.70E+01,2.20E+01,1.19E+02,2.27E-12
589860,3.70E+01,2.20E+01,1.19E+02,2.32E-12
589920,3.70E+01,2.20E+01,1.19E+02,2.29E-12
589980,3.70E+01,2.20E+01,1.19E+02,2.26E-12
590040,3.70E+01,2.20E+01,1.19E+02,2.39E-12
590100,3.70E+01,2.20E+01,1.19E+02,2.27E-12
590160,3.70E+01,2.20E+01,1.19E+02,2.17E-12
590220,3.70E+01,2.20E+01,1.19E+02,2.38E-12
590280,3.70E+01,2.20E+01,1.19E+02,2.18E-12
590340,3.70E+01,2.20E+01,1.19E+02,1.90E-12
590400,3.70E+01,2.20E+01,1.19E+02,1.77E-12
590460,3.70E+01,2.20E+01,1.19E+02,1.62E-12
590520,3.70E+01,2.20E+01,1.19E+02,1.51E-12
590580,3.70E+01,2.20E+01,1.19E+02,1.59E-12
590640,3.70E+01,2.20E+01,1.19E+02,1.65E-12
590700,3.70E+01,2.20E+01,1.19E+02,1.71E-12
590760,3.70E+01,2.20E+01,1.19E+02,1.80E-12
590820,3.70E+01,2.20E+01,1.19E+02,1.75E-12
590880,3.70E+01,2.20E+01,1.19E+02,1.72E-12
590940,3.70E+01,2.20E+01,1.19E+02,1.66E-12
591000,3.70E+01,2.20E+01,1.19E+02,1.68E-12
591060,3.70E+01,2.20E+01,1.19E+02,1.63E-12
591120,3.70E+01,2.20E+01,1.19E+02,1.59E-12
591180,3.70E+01,2.20E+01,1.19E+02,1.52E-12
591240,3.70E+01,2.20E+01,1.19E+02,1.54E-12
591300,3.70E+01,2.20E+01,1.19E+02,1.52E-12
591360,3.70E+01,2.20E+01,1.19E+02,1.52E-12
591420,3.70E+01,2.20E+01,1.19E+02,1.53E-12
591480,3.70E+01,2.20E+01,1.19E+02,1.60E-12
591540,3.70E+01,2.20E+01,1.19E+02,1.58E-12
591600,3.70E+01,2.20E+01,1.19E+02,1.73E-12
591660,3.70E+01,2.20E+01,1.19E+02,1.82E-12
591720,3.70E+01,2.20E+01,1.19E+02,1.91E-12
591780,3.70E+01,2.20E+01,1.19E+02,2.01E-12
591840,3.70E+01,2.20E+01,1.19E+02,2.12E-12
591900,3.70E+01,2.20E+01,1.19E+02,2.14E-12
591960,3.70E+01,2.20E+01,1.19E+02,2.04E-12
592020,3.70E+01,2.20E+01,1.19E+02,1.83E-12
592080,3.70E+01,2.20E+01,1.19E+02,1.72E-12
592140,3.70E+01,2.20E+01,1.19E+02,1.78E-12
592200,3.70E+01,2.20E+01,1.19E+02,1.78E-12
592260,3.70E+01,2.20E+01,1.19E+02,1.89E-12
592320,3.70E+01,2.20E+01,1.19E+02,1.78E-12
592380,3.70E+01,2.20E+01,1.19E+02,1.89E-12
592440,3.70E+01,2.20E+01,1.19E+02,1.71E-12
592500,3.70E+01,2.20E+01,1.19E+02,1.89E-12
592560,3.70E+01,2.20E+01,1.19E+02,2.04E-12
592620,3.70E+01,2.20E+01,1.19E+02,2.19E-12
592680,3.70E+01,2.20E+01,1.19E+02,2.28E-12
592740,3.70E+01,2.20E+01,1.19E+02,1.92E-12
592800,3.70E+01,2.20E+01,1.19E+02,1.89E-12
592860,3.70E+01,2.20E+01,1.19E+02,1.87E-12
592920,3.70E+01,2.20E+01,1.19E+02,1.90E-12
592980,3.70E+01,2.20E+01,1.19E+02,1.94E-12
593040,3.70E+01,2.20E+01,1.19E+02,2.19E-12
593100,3.70E+01,2.20E+01,1.19E+02,2.41E-12
593160,3.70E+01,2.20E+01,1.19E+02,2.55E-12
593220,3.70E+01,2.20E+01,1.19E+02,2.39E-12
593280,3.70E+01,2.20E+01,1.19E+02,2.45E-12
593340,3.70E+01,2.20E+01,1.19E+02,2.44E-12
593400,3.70E+01,2.20E+01,1.19E+02,2.48E-12
593460,3.70E+01,2.20E+01,1.19E+02,2.46E-12
593520,3.70E+01,2.20E+01,1.19E+02,2.49E-12
593580,3.70E+01,2.20E+01,1.19E+02,2.52E-12
593640,3.70E+01,2.20E+01,1.19E+02,2.57E-12
593700,3.70E+01,2.20E+01,1.19E+02,2.63E-12
593760,3.70E+01,2.20E+01,1.19E+02,2.61E-12
593820,3.70E+01,2.20E+01,1.19E+02,2.62E-12
593880,3.70E+01,2.20E+01,1.19E+02,2.60E-12
593940,3.70E+01,2.20E+01,1.19E+02,2.59E-12
594000,2.70E+01,1.20E+01,1.19E+02,2.54E-12
594060,2.70E+01,1.20E+01,1.19E+02,2.56E-12
594120,2.70E+01,1.20E+01,1.19E+02,2.56E-12
594180,2.70E+01,1.20E+01,1.19E+02,2.59E-12
594240,2.70E+01,1.20E+01,1.19E+02,2.48E-12
594300,2.70E+01,1.20E+01,1.19E+02,2.38E-12
594360,2.70E+01,1.20E+01,1.19E+02,2.32E-12
594420,2.70E+01,1.20E+01,1.19E+02,2.26E-12
594480,2.70E+01,1.20E+01,1.19E+02,2.28E-12
594540,2.70E+01,1.20E+01,1.19E+02,2.43E-12
594600,2.70E+01,1.20E+01,1.19E+02,2.56E-12
594660,2.70E+01,1.20E+01,1.19E+02,2.66E-12
594720,2.70E+01,1.20E+01,1.19E+02,2.77E-12
594780,2.70E+01,1.20E+01,1.19E+02,2.73E-12
594840,2.70E+01,1.20E+01,1.19E+02,2.71E-12
594900,2.70E+01,1.20E+01,1.19E+02,2.67E-12
594960,2.70E+01,1.20E+01,1.19E+02,2.62E-12
595020,2.70E+01,1.20E+01,1.19E+02,2.63E-12
595080,2.70E+01,1.20E+01,1.19E+02,2.74E-12
595140,2.70E+01,1.20E+01,1.19E+02,2.85E-12
595200,2.70E+01,1.20E+01,1.19E+02,2.52E-12
595260,2.70E+01,1.20E+01,1.19E+02,2.31E-12
595320,2.70E+01,1.20E+01,1.19E+02,1.96E-12
595380,2.70E+01,1.20E+01,1.19E+02,2.83E-12
595440,2.70E+01,1.20E+01,1.19E+02,2.45E-12
595500,2.70E+01,1.20E+01,1.19E+02,2.57E-12
595560,2.70E+01,1.20E+01,1.19E+02,2.45E-12
595620,2.70E+01,1.20E+01,1.19E+02,2.52E-12
595680,2.70E+01,1.20E+01,1.19E+02,2.72E-12
595740,2.70E+01,1.20E+01,1.19E+02,2.55E-12
595800,2.70E+01,1.20E+01,1.19E+02,2.10E-12
595860,2.70E+01,1.20E+01,1.19E+02,2.12E-12
595920,2.70E+01,1.20E+01,1.19E+02,1.84E-12
595980,2.70E+01,1.20E+01,1.19E+02,1.75E-12
596040,2.70E+01,1.20E+01,1.19E+02,1.66E-12
596100,2.70E+01,1.20E+01,1.19E+02,1.57E-12
596160,2.70E+01,1.20E+01,1.19E+02,1.54E-12
596220,2.70E+01,1.20E+01,1.19E+02,1.43E-12
596280,2.70E+01,1.20E+01,1.19E+02,1.32E-12
596340,2.70E+01,1.20E+01,1.19E+02,1.27E-12
596400,2.70E+01,1.20E+01,1.19E+02,1.27E-12
596460,2.70E+01,1.20E+01,1.19E+02,1.26E-12
596520,2.70E+01,1.20E+01,1.19E+02,1.19E-12
596580,2.70E+01,1.20E+01,1.19E+02,1.19E-12
596640,2.70E+01,1.20E+01,1.19E+02,1.29E-12
596700,2.70E+01,1.20E+01,1.19E+02,1.43E-12
596760,2.70E+01,1.20E+01,1.19E+02,1.68E-12
596820,2.70E+01,1.20E+01,1.19E+02,1.88E-12
596880,2.70E+01,1.20E+01,1.19E+02,2.01E-12
596940,2.70E+01,1.20E+01,1.19E+02,2.10E-12
597000,2.70E+01,1.20E+01,1.19E+02,2.04E-12
597060,2.70E+01,1.20E+01,1.19E+02,2.00E-12
597120,2.70E+01,1.20E+01,1.19E+02,1.99E-12
597180,2.70E+01,1.20E+01,1.19E+02,1.93E-12
597240,2.70E+01,1.20E+01,1.19E+02,1.97E-12
597300,2.70E+01,1.20E+01,1.19E+02,2.07E-12
597360,2.70E+01,1.20E+01,1.19E+02,2.04E-12
597420,2.70E+01,1.20E+01,1.19E+02,1.89E-12
597480,2.70E+01,1.20E+01,1.19E+02,1.82E-12
597540,2.70E+01,1.20E+01,1.19E+02,1.78E-12
597600,2.70E+01,1.20E+01,1.19E+02,1.63E-12
597660,2.70E+01,1.20E+01,1.19E+02,1.51E-12
597720,2.70E+01,1.20E+01,1.19E+02,1.62E-12
597780,2.70E+01,1.20E+01,1.19E+02,1.69E-12
597840,2.70E+01,1.20E+01,1.19E+02,1.64E-12
597900,2.70E+01,1.20E+01,1.19E+02,1.60E-12
597960,2.70E+01,1.20E+01,1.19E+02,1.68E-12
598020,2.70E+01,1.20E+01,1.19E+02,1.78E-12
598080,2.70E+01,1.20E+01,1.19E+02,2.02E-12
598140,2.70E+01,1.20E+01,1.19E+02,1.85E-12
598200,2.70E+01,1.20E+01,1.19E+02,1.80E-12
598260,2.70E+01,1.20E+01,1.19E+02,1.90E-12
598320,2.70E+01,1.20E+01,1.19E+02,1.86E-12
598380,2.70E+01,1.20E+01,1.19E+02,1.92E-12
598440,2.70E+01,1.20E+01,1.19E+02,1.89E-12
598500,2.70E+01,1.20E+01,1.19E+02,1.95E-12
598560,2.70E+01,1.20E+01,1.19E+02,1.94E-12
598620,2.70E+01,1.20E+01,1.19E+02,1.90E-12
598680,2.70E+01,1.20E+01,1.19E+02,1.78E-12
598740,2.70E+01,1.20E+01,1.19E+02,1.85E-12
598800,2.70E+01,1.20E+01,1.19E+02,1.85E-12
598860,2.70E+01,1.20E+01,1.19E+02,1.86E-12
598920,2.70E+01,1.20E+01,1.19E+02,1.93E-12
