ID,KP,AP,F10.7,DENSITY
27060,4.00E+01,2.70E+01,1.16E+02,2.15E-12
27120,4.00E+01,2.70E+01,1.16E+02,2.19E-12
27180,4.00E+01,2.70E+01,1.16E+02,2.23E-12
27240,4.00E+01,2.70E+01,1.16E+02,2.27E-12
27300,4.00E+01,2.70E+01,1.16E+02,2.28E-12
27360,4.00E+01,2.70E+01,1.16E+02,2.20E-12
27420,4.00E+01,2.70E+01,1.16E+02,2.06E-12
27480,4.00E+01,2.70E+01,1.16E+02,1.77E-12
27540,4.00E+01,2.70E+01,1.16E+02,1.88E-12
27600,4.00E+01,2.70E+01,1.16E+02,1.87E-12
27660,4.00E+01,2.70E+01,1.16E+02,1.78E-12
27720,4.00E+01,2.70E+01,1.16E+02,1.79E-12
27780,4.00E+01,2.70E+01,1.16E+02,1.88E-12
27840,4.00E+01,2.70E+01,1.16E+02,1.99E-12
27900,4.00E+01,2.70E+01,1.16E+02,1.96E-12
27960,4.00E+01,2.70E+01,1.16E+02,1.85E-12
28020,4.00E+01,2.70E+01,1.16E+02,1.73E-12
28080,4.00E+01,2.70E+01,1.16E+02,1.62E-12
28140,4.00E+01,2.70E+01,1.16E+02,1.72E-12
28200,4.00E+01,2.70E+01,1.16E+02,2.10E-12
28260,4.00E+01,2.70E+01,1.16E+02,2.75E-12
28320,4.00E+01,2.70E+01,1.16E+02,2.63E-12
28380,4.00E+01,2.70E+01,1.16E+02,2.79E-12
28440,4.00E+01,2.70E+01,1.16E+02,2.90E-12
28500,4.00E+01,2.70E+01,1.16E+02,2.17E-12
28560,4.00E+01,2.70E+01,1.16E+02,2.58E-12
28620,4.00E+01,2.70E+01,1.16E+02,2.50E-12
28680,4.00E+01,2.70E+01,1.16E+02,2.56E-12
28740,4.00E+01,2.70E+01,1.16E+02,2.81E-12
28800,4.00E+01,2.70E+01,1.16E+02,2.95E-12
28860,4.00E+01,2.70E+01,1.16E+02,3.07E-12
28920,4.00E+01,2.70E+01,1.16E+02,3.23E-12
28980,4.00E+01,2.70E+01,1.16E+02,3.39E-12
29040,4.00E+01,2.70E+01,1.16E+02,3.32E-12
29100,4.00E+01,2.70E+01,1.16E+02,3.16E-12
29160,4.00E+01,2.70E+01,1.16E+02,3.03E-12
29220,4.00E+01,2.70E+01,1.16E+02,2.99E-12
29280,4.00E+01,2.70E+01,1.16E+02,2.83E-12
29340,4.00E+01,2.70E+01,1.16E+02,2.71E-12
29400,4.00E+01,2.70E+01,1.16E+02,2.61E-12
29460,4.00E+01,2.70E+01,1.16E+02,2.53E-12
29520,4.00E+01,2.70E+01,1.16E+02,2.47E-12
29580,4.00E+01,2.70E+01,1.16E+02,2.47E-12
29640,4.00E+01,2.70E+01,1.16E+02,2.47E-12
29700,4.00E+01,2.70E+01,1.16E+02,2.59E-12
29760,4.00E+01,2.70E+01,1.16E+02,2.62E-12
29820,4.00E+01,2.70E+01,1.16E+02,2.63E-12
29880,4.00E+01,2.70E+01,1.16E+02,2.73E-12
29940,4.00E+01,2.70E+01,1.16E+02,2.81E-12
30000,4.00E+01,2.70E+01,1.16E+02,2.71E-12
30060,4.00E+01,2.70E+01,1.16E+02,2.60E-12
30120,4.00E+01,2.70E+01,1.16E+02,2.42E-12
30180,4.00E+01,2.70E+01,1.16E+02,2.34E-12
30240,4.00E+01,2.70E+01,1.16E+02,2.31E-12
30300,4.00E+01,2.70E+01,1.16E+02,2.23E-12
30360,4.00E+01,2.70E+01,1.16E+02,2.10E-12
30420,4.00E+01,2.70E+01,1.16E+02,1.89E-12
30480,4.00E+01,2.70E+01,1.16E+02,1.87E-12
30540,4.00E+01,2.70E+01,1.16E+02,1.85E-12
30600,4.00E+01,2.70E+01,1.16E+02,2.07E-12
30660,4.00E+01,2.70E+01,1.16E+02,2.09E-12
30720,4.00E+01,2.70E+01,1.16E+02,1.66E-12
30780,4.00E+01,2.70E+01,1.16E+02,1.80E-12
30840,4.00E+01,2.70E+01,1.16E+02,1.99E-12
30900,4.00E+01,2.70E+01,1.16E+02,2.04E-12
30960,4.00E+01,2.70E+01,1.16E+02,2.17E-12
31020,4.00E+01,2.70E+01,1.16E+02,2.65E-12
31080,4.00E+01,2.70E+01,1.16E+02,2.62E-12
31140,4.00E+01,2.70E+01,1.16E+02,2.42E-12
31200,4.00E+01,2.70E+01,1.16E+02,2.25E-12
31260,4.00E+01,2.70E+01,1.16E+02,2.17E-12
31320,4.00E+01,2.70E+01,1.16E+02,2.10E-12
31380,4.00E+01,2.70E+01,1.16E+02,1.98E-12
31440,4.00E+01,2.70E+01,1.16E+02,1.92E-12
31500,4.00E+01,2.70E+01,1.16E+02,1.96E-12
31560,4.00E+01,2.70E+01,1.16E+02,1.92E-12
31620,4.00E+01,2.70E+01,1.16E+02,1.95E-12
31680,4.00E+01,2.70E+01,1.16E+02,2.05E-12
31740,4.00E+01,2.70E+01,1.16E+02,2.08E-12
31800,4.00E+01,2.70E+01,1.16E+02,2.12E-12
31860,4.00E+01,2.70E+01,1.16E+02,2.10E-12
31920,4.00E+01,2.70E+01,1.16E+02,2.16E-12
31980,4.00E+01,2.70E+01,1.16E+02,2.22E-12
32040,4.00E+01,2.70E+01,1.16E+02,2.28E-12
32100,4.00E+01,2.70E+01,1.16E+02,2.30E-12
32160,4.00E+01,2.70E+01,1.16E+02,2.30E-12
32220,4.00E+01,2.70E+01,1.16E+02,2.27E-12
32280,4.00E+01,2.70E+01,1.16E+02,2.23E-12
32340,4.00E+01,2.70E+01,1.16E+02,2.22E-12
32400,3.70E+01,2.20E+01,1.16E+02,2.20E-12
32460,3.70E+01,2.20E+01,1.16E+02,2.18E-12
32520,3.70E+01,2.20E+01,1.16E+02,2.16E-12
32580,3.70E+01,2.20E+01,1.16E+02,2.17E-12
32640,3.70E+01,2.20E+01,1.16E+02,2.14E-12
32700,3.70E+01,2.20E+01,1.16E+02,2.29E-12
32760,3.70E+01,2.20E+01,1.16E+02,2.37E-12
32820,3.70E+01,2.20E+01,1.16E+02,2.39E-12
32880,3.70E+01,2.20E+01,1.16E+02,2.40E-12
32940,3.70E+01,2.20E+01,1.16E+02,2.41E-12
33000,3.70E+01,2.20E+01,1.16E+02,2.37E-12
33060,3.70E+01,2.20E+01,1.16E+02,2.32E-12
33120,3.70E+01,2.20E+01,1.16E+02,2.25E-12
33180,3.70E+01,2.20E+01,1.16E+02,2.24E-12
33240,3.70E+01,2.20E+01,1.16E+02,2.24E-12
33300,3.70E+01,2.20E+01,1.16E+02,2.12E-12
33360,3.70E+01,2.20E+01,1.16E+02,1.96E-12
33420,3.70E+01,2.20E+01,1.16E+02,1.94E-12
33480,3.70E+01,2.20E+01,1.16E+02,1.95E-12
33540,3.70E+01,2.20E+01,1.16E+02,2.09E-12
33600,3.70E+01,2.20E+01,1.16E+02,2.25E-12
33660,3.70E+01,2.20E+01,1.16E+02,2.31E-12
33720,3.70E+01,2.20E+01,1.16E+02,2.21E-12
33780,3.70E+01,2.20E+01,1.16E+02,1.80E-12
33840,3.70E+01,2.20E+01,1.16E+02,2.29E-12
33900,3.70E+01,2.20E+01,1.16E+02,2.85E-12
33960,3.70E+01,2.20E+01,1.16E+02,2.69E-12
34020,3.70E+01,2.20E+01,1.16E+02,2.39E-12
34080,3.70E+01,2.20E+01,1.16E+02,2.53E-12
34140,3.70E+01,2.20E+01,1.16E+02,2.36E-12
34200,3.70E+01,2.20E+01,1.16E+02,2.90E-12
34260,3.70E+01,2.20E+01,1.16E+02,3.03E-12
34320,3.70E+01,2.20E+01,1.16E+02,3.19E-12
34380,3.70E+01,2.20E+01,1.16E+02,3.32E-12
34440,3.70E+01,2.20E+01,1.16E+02,3.33E-12
34500,3.70E+01,2.20E+01,1.16E+02,3.32E-12
34560,3.70E+01,2.20E+01,1.16E+02,3.26E-12
34620,3.70E+01,2.20E+01,1.16E+02,3.07E-12
34680,3.70E+01,2.20E+01,1.16E+02,2.86E-12
34740,3.70E+01,2.20E+01,1.16E+02,2.71E-12
34800,3.70E+01,2.20E+01,1.16E+02,2.61E-12
34860,3.70E+01,2.20E+01,1.16E+02,2.54E-12
34920,3.70E+01,2.20E+01,1.16E+02,2.44E-12
34980,3.70E+01,2.20E+01,1.16E+02,2.34E-12
35040,3.70E+01,2.20E+01,1.16E+02,2.36E-12
35100,3.70E+01,2.20E+01,1.16E+02,2.41E-12
35160,3.70E+01,2.20E+01,1.16E+02,2.49E-12
35220,3.70E+01,2.20E+01,1.16E+02,2.57E-12
35280,3.70E+01,2.20E+01,1.16E+02,2.66E-12
35340,3.70E+01,2.20E+01,1.16E+02,2.68E-12
35400,3.70E+01,2.20E+01,1.16E+02,2.60E-12
35460,3.70E+01,2.20E+01,1.16E+02,2.52E-12
35520,3.70E+01,2.20E+01,1.16E+02,2.39E-12
35580,3.70E+01,2.20E+01,1.16E+02,2.23E-12
35640,3.70E+01,2.20E+01,1.16E+02,2.12E-12
35700,3.70E+01,2.20E+01,1.16E+02,2.12E-12
35760,3.70E+01,2.20E+01,1.16E+02,2.01E-12
35820,3.70E+01,2.20E+01,1.16E+02,1.91E-12
35880,3.70E+01,2.20E+01,1.16E+02,2.05E-12
35940,3.70E+01,2.20E+01,1.16E+02,2.11E-12
36000,3.70E+01,2.20E+01,1.16E+02,2.17E-12
36060,3.70E+01,2.20E+01,1.16E+02,2.17E-12
36120,3.70E+01,2.20E+01,1.16E+02,1.85E-12
36180,3.70E+01,2.20E+01,1.16E+02,2.14E-12
36240,3.70E+01,2.20E+01,1.16E+02,2.10E-12
36300,3.70E+01,2.20E+01,1.16E+02,2.21E-12
36360,3.70E+01,2.20E+01,1.16E+02,2.14E-12
36420,3.70E+01,2.20E+01,1.16E+02,2.28E-12
36480,3.70E+01,2.20E+01,1.16E+02,2.13E-12
36540,3.70E+01,2.20E+01,1.16E+02,2.17E-12
36600,3.70E+01,2.20E+01,1.16E+02,2.20E-12
36660,3.70E+01,2.20E+01,1.16E+02,1.92E-12
36720,3.70E+01,2.20E+01,1.16E+02,2.22E-12
36780,3.70E+01,2.20E+01,1.16E+02,2.12E-12
36840,3.70E+01,2.20E+01,1.16E+02,2.14E-12
36900,3.70E+01,2.20E+01,1.16E+02,2.14E-12
36960,3.70E+01,2.20E+01,1.16E+02,2.15E-12
37020,3.70E+01,2.20E+01,1.16E+02,2.15E-12
37080,3.70E+01,2.20E+01,1.16E+02,2.16E-12
37140,3.70E+01,2.20E+01,1.16E+02,2.07E-12
37200,3.70E+01,2.20E+01,1.16E+02,2.01E-12
37260,3.70E+01,2.20E+01,1.16E+02,1.95E-12
37320,3.70E+01,2.20E+01,1.16E+02,1.98E-12
37380,3.70E+01,2.20E+01,1.16E+02,1.99E-12
37440,3.70E+01,2.20E+01,1.16E+02,2.07E-12
37500,3.70E+01,2.20E+01,1.16E+02,2.16E-12
37560,3.70E+01,2.20E+01,1.16E+02,2.24E-12
37620,3.70E+01,2.20E+01,1.16E+02,2.37E-12
37680,3.70E+01,2.20E+01,1.16E+02,2.41E-12
37740,3.70E+01,2.20E+01,1.16E+02,2.38E-12
37800,3.70E+01,2.20E+01,1.16E+02,2.37E-12
37860,3.70E+01,2.20E+01,1.16E+02,2.34E-12
37920,3.70E+01,2.20E+01,1.16E+02,2.37E-12
37980,3.70E+01,2.20E+01,1.16E+02,2.36E-12
38040,3.70E+01,2.20E+01,1.16E+02,2.37E-12
38100,3.70E+01,2.20E+01,1.16E+02,2.38E-12
38160,3.70E+01,2.20E+01,1.16E+02,2.33E-12
38220,3.70E+01,2.20E+01,1.16E+02,2.42E-12
38280,3.70E+01,2.20E+01,1.16E+02,2.43E-12
38340,3.70E+01,2.20E+01,1.16E+02,2.45E-12
38400,3.70E+01,2.20E+01,1.16E+02,2.40E-12
38460,3.70E+01,2.20E+01,1.16E+02,2.34E-12
38520,3.70E+01,2.20E+01,1.16E+02,2.35E-12
38580,3.70E+01,2.20E+01,1.16E+02,2.37E-12
38640,3.70E+01,2.20E+01,1.16E+02,2.35E-12
38700,3.70E+01,2.20E+01,1.16E+02,2.46E-12
38760,3.70E+01,2.20E+01,1.16E+02,2.39E-12
38820,3.70E+01,2.20E+01,1.16E+02,2.33E-12
38880,3.70E+01,2.20E+01,1.16E+02,2.29E-12
38940,3.70E+01,2.20E+01,1.16E+02,2.34E-12
39000,3.70E+01,2.20E+01,1.16E+02,2.45E-12
39060,3.70E+01,2.20E+01,1.16E+02,2.57E-12
39120,3.70E+01,2.20E+01,1.16E+02,2.36E-12
39180,3.70E+01,2.20E+01,1.16E+02,2.47E-12
39240,3.70E+01,2.20E+01,1.16E+02,2.49E-12
39300,3.70E+01,2.20E+01,1.16E+02,2.22E-12
39360,3.70E+01,2.20E+01,1.16E+02,1.67E-12
39420,3.70E+01,2.20E+01,1.16E+02,1.71E-12
39480,3.70E+01,2.20E+01,1.16E+02,2.58E-12
39540,3.70E+01,2.20E+01,1.16E+02,2.54E-12
39600,3.70E+01,2.20E+01,1.16E+02,2.79E-12
39660,3.70E+01,2.20E+01,1.16E+02,2.86E-12
39720,3.70E+01,2.20E+01,1.16E+02,2.95E-12
39780,3.70E+01,2.20E+01,1.16E+02,3.04E-12
39840,3.70E+01,2.20E+01,1.16E+02,3.31E-12
39900,3.70E+01,2.20E+01,1.16E+02,3.33E-12
39960,3.70E+01,2.20E+01,1.16E+02,3.23E-12
40020,3.70E+01,2.20E+01,1.16E+02,3.14E-12
40080,3.70E+01,2.20E+01,1.16E+02,3.04E-12
40140,3.70E+01,2.20E+01,1.16E+02,2.94E-12
40200,3.70E+01,2.20E+01,1.16E+02,2.87E-12
40260,3.70E+01,2.20E+01,1.16E+02,2.78E-12
40320,3.70E+01,2.20E+01,1.16E+02,2.69E-12
40380,3.70E+01,2.20E+01,1.16E+02,2.57E-12
40440,3.70E+01,2.20E+01,1.16E+02,2.42E-12
40500,3.70E+01,2.20E+01,1.16E+02,2.32E-12
40560,3.70E+01,2.20E+01,1.16E+02,2.33E-12
40620,3.70E+01,2.20E+01,1.16E+02,2.44E-12
40680,3.70E+01,2.20E+01,1.16E+02,2.52E-12
40740,3.70E+01,2.20E+01,1.16E+02,2.48E-12
40800,3.70E+01,2.20E+01,1.16E+02,2.42E-12
40860,3.70E+01,2.20E+01,1.16E+02,2.39E-12
40920,3.70E+01,2.20E+01,1.16E+02,2.26E-12
40980,3.70E+01,2.20E+01,1.16E+02,2.10E-12
41040,3.70E+01,2.20E+01,1.16E+02,2.01E-12
41100,3.70E+01,2.20E+01,1.16E+02,2.09E-12
41160,3.70E+01,2.20E+01,1.16E+02,2.15E-12
41220,3.70E+01,2.20E+01,1.16E+02,2.10E-12
41280,3.70E+01,2.20E+01,1.16E+02,1.94E-12
41340,3.70E+01,2.20E+01,1.16E+02,1.94E-12
41400,3.70E+01,2.20E+01,1.16E+02,2.14E-12
41460,3.70E+01,2.20E+01,1.16E+02,2.05E-12
41520,3.70E+01,2.20E+01,1.16E+02,1.86E-12
41580,3.70E+01,2.20E+01,1.16E+02,2.06E-12
41640,3.70E+01,2.20E+01,1.16E+02,2.28E-12
41700,3.70E+01,2.20E+01,1.16E+02,2.15E-12
41760,3.70E+01,2.20E+01,1.16E+02,2.12E-12
41820,3.70E+01,2.20E+01,1.16E+02,2.15E-12
41880,3.70E+01,2.20E+01,1.16E+02,2.07E-12
41940,3.70E+01,2.20E+01,1.16E+02,2.13E-12
42000,3.70E+01,2.20E+01,1.16E+02,2.15E-12
42060,3.70E+01,2.20E+01,1.16E+02,1.83E-12
42120,3.70E+01,2.20E+01,1.16E+02,1.47E-12
42180,3.70E+01,2.20E+01,1.16E+02,1.93E-12
42240,3.70E+01,2.20E+01,1.16E+02,2.15E-12
42300,3.70E+01,2.20E+01,1.16E+02,2.33E-12
42360,3.70E+01,2.20E+01,1.16E+02,2.01E-12
42420,3.70E+01,2.20E+01,1.16E+02,1.94E-12
42480,3.70E+01,2.20E+01,1.16E+02,1.82E-12
42540,3.70E+01,2.20E+01,1.16E+02,1.77E-12
42600,3.70E+01,2.20E+01,1.16E+02,1.75E-12
42660,3.70E+01,2.20E+01,1.16E+02,1.85E-12
42720,3.70E+01,2.20E+01,1.16E+02,2.01E-12
42780,3.70E+01,2.20E+01,1.16E+02,2.17E-12
42840,3.70E+01,2.20E+01,1.16E+02,2.28E-12
42900,3.70E+01,2.20E+01,1.16E+02,2.29E-12
42960,3.70E+01,2.20E+01,1.16E+02,2.33E-12
43020,3.70E+01,2.20E+01,1.16E+02,2.43E-12
43080,3.70E+01,2.20E+01,1.16E+02,2.47E-12
43140,3.70E+01,2.20E+01,1.16E+02,2.56E-12
43200,4.70E+01,3.90E+01,1.16E+02,2.52E-12
43260,4.70E+01,3.90E+01,1.16E+02,2.44E-12
43320,4.70E+01,3.90E+01,1.16E+02,2.41E-12
43380,4.70E+01,3.90E+01,1.16E+02,2.34E-12
43440,4.70E+01,3.90E+01,1.16E+02,2.28E-12
43500,4.70E+01,3.90E+01,1.16E+02,2.19E-12
43560,4.70E+01,3.90E+01,1.16E+02,2.09E-12
43620,4.70E+01,3.90E+01,1.16E+02,2.04E-12
43680,4.70E+01,3.90E+01,1.16E+02,2.01E-12
43740,4.70E+01,3.90E+01,1.16E+02,1.96E-12
43800,4.70E+01,3.90E+01,1.16E+02,1.96E-12
43860,4.70E+01,3.90E+01,1.16E+02,2.03E-12
43920,4.70E+01,3.90E+01,1.16E+02,2.03E-12
43980,4.70E+01,3.90E+01,1.16E+02,2.11E-12
44040,4.70E+01,3.90E+01,1.16E+02,2.14E-12
44100,4.70E+01,3.90E+01,1.16E+02,2.20E-12
44160,4.70E+01,3.90E+01,1.16E+02,2.20E-12
44220,4.70E+01,3.90E+01,1.16E+02,2.12E-12
44280,4.70E+01,3.90E+01,1.16E+02,2.08E-12
44340,4.70E+01,3.90E+01,1.16E+02,2.09E-12
44400,4.70E+01,3.90E+01,1.16E+02,2.20E-12
44460,4.70E+01,3.90E+01,1.16E+02,2.40E-12
44520,4.70E+01,3.90E+01,1.16E+02,2.44E-12
44580,4.70E+01,3.90E+01,1.16E+02,2.39E-12
44640,4.70E+01,3.90E+01,1.16E+02,2.73E-12
44700,4.70E+01,3.90E+01,1.16E+02,3.46E-12
44760,4.70E+01,3.90E+01,1.16E+02,3.68E-12
44820,4.70E+01,3.90E+01,1.16E+02,3.34E-12
44880,4.70E+01,3.90E+01,1.16E+02,2.82E-12
44940,4.70E+01,3.90E+01,1.16E+02,2.47E-12
45000,4.70E+01,3.90E+01,1.16E+02,2.47E-12
45060,4.70E+01,3.90E+01,1.16E+02,2.58E-12
45120,4.70E+01,3.90E+01,1.16E+02,2.72E-12
45180,4.70E+01,3.90E+01,1.16E+02,2.76E-12
45240,4.70E+01,3.90E+01,1.16E+02,3.00E-12
45300,4.70E+01,3.90E+01,1.16E+02,3.02E-12
45360,4.70E+01,3.90E+01,1.16E+02,2.85E-12
45420,4.70E+01,3.90E+01,1.16E+02,2.80E-12
45480,4.70E+01,3.90E+01,1.16E+02,2.77E-12
45540,4.70E+01,3.90E+01,1.16E+02,2.80E-12
45600,4.70E+01,3.90E+01,1.16E+02,2.79E-12
45660,4.70E+01,3.90E+01,1.16E+02,2.74E-12
45720,4.70E+01,3.90E+01,1.16E+02,2.70E-12
45780,4.70E+01,3.90E+01,1.16E+02,2.70E-12
45840,4.70E+01,3.90E+01,1.16E+02,2.68E-12
45900,4.70E+01,3.90E+01,1.16E+02,2.63E-12
45960,4.70E+01,3.90E+01,1.16E+02,2.54E-12
46020,4.70E+01,3.90E+01,1.16E+02,2.42E-12
46080,4.70E+01,3.90E+01,1.16E+02,2.36E-12
46140,4.70E+01,3.90E+01,1.16E+02,2.36E-12
46200,4.70E+01,3.90E+01,1.16E+02,2.37E-12
46260,4.70E+01,3.90E+01,1.16E+02,2.39E-12
46320,4.70E+01,3.90E+01,1.16E+02,2.41E-12
46380,4.70E+01,3.90E+01,1.16E+02,2.48E-12
46440,4.70E+01,3.90E+01,1.16E+02,2.50E-12
46500,4.70E+01,3.90E+01,1.16E+02,2.50E-12
46560,4.70E+01,3.90E+01,1.16E+02,2.44E-12
46620,4.70E+01,3.90E+01,1.16E+02,2.31E-12
46680,4.70E+01,3.90E+01,1.16E+02,2.25E-12
46740,4.70E+01,3.90E+01,1.16E+02,2.21E-12
46800,4.70E+01,3.90E+01,1.16E+02,2.16E-12
46860,4.70E+01,3.90E+01,1.16E+02,2.07E-12
46920,4.70E+01,3.90E+01,1.16E+02,2.08E-12
46980,4.70E+01,3.90E+01,1.16E+02,2.11E-12
47040,4.70E+01,3.90E+01,1.16E+02,2.11E-12
47100,4.70E+01,3.90E+01,1.16E+02,2.28E-12
47160,4.70E+01,3.90E+01,1.16E+02,2.25E-12
47220,4.70E+01,3.90E+01,1.16E+02,2.22E-12
47280,4.70E+01,3.90E+01,1.16E+02,2.54E-12
47340,4.70E+01,3.90E+01,1.16E+02,2.82E-12
47400,4.70E+01,3.90E+01,1.16E+02,2.69E-12
47460,4.70E+01,3.90E+01,1.16E+02,2.97E-12
47520,4.70E+01,3.90E+01,1.16E+02,2.58E-12
47580,4.70E+01,3.90E+01,1.16E+02,2.42E-12
47640,4.70E+01,3.90E+01,1.16E+02,2.74E-12
47700,4.70E+01,3.90E+01,1.16E+02,2.45E-12
47760,4.70E+01,3.90E+01,1.16E+02,2.37E-12
47820,4.70E+01,3.90E+01,1.16E+02,2.47E-12
47880,4.70E+01,3.90E+01,1.16E+02,2.47E-12
47940,4.70E+01,3.90E+01,1.16E+02,2.29E-12
48000,4.70E+01,3.90E+01,1.16E+02,2.21E-12
48060,4.70E+01,3.90E+01,1.16E+02,2.15E-12
48120,4.70E+01,3.90E+01,1.16E+02,2.31E-12
48180,4.70E+01,3.90E+01,1.16E+02,2.16E-12
48240,4.70E+01,3.90E+01,1.16E+02,2.07E-12
48300,4.70E+01,3.90E+01,1.16E+02,2.04E-12
48360,4.70E+01,3.90E+01,1.16E+02,2.03E-12
48420,4.70E+01,3.90E+01,1.16E+02,2.04E-12
48480,4.70E+01,3.90E+01,1.16E+02,2.09E-12
48540,4.70E+01,3.90E+01,1.16E+02,2.13E-12
48600,4.70E+01,3.90E+01,1.16E+02,2.14E-12
48660,4.70E+01,3.90E+01,1.16E+02,2.23E-12
48720,4.70E+01,3.90E+01,1.16E+02,2.31E-12
48780,4.70E+01,3.90E+01,1.16E+02,2.39E-12
48840,4.70E+01,3.90E+01,1.16E+02,2.39E-12
48900,4.70E+01,3.90E+01,1.16E+02,2.41E-12
48960,4.70E+01,3.90E+01,1.16E+02,2.43E-12
49020,4.70E+01,3.90E+01,1.16E+02,2.43E-12
49080,4.70E+01,3.90E+01,1.16E+02,2.50E-12
49140,4.70E+01,3.90E+01,1.16E+02,2.52E-12
49200,4.70E+01,3.90E+01,1.16E+02,2.36E-12
49260,4.70E+01,3.90E+01,1.16E+02,2.22E-12
49320,4.70E+01,3.90E+01,1.16E+02,2.13E-12
49380,4.70E+01,3.90E+01,1.16E+02,2.05E-12
49440,4.70E+01,3.90E+01,1.16E+02,1.93E-12
49500,4.70E+01,3.90E+01,1.16E+02,1.85E-12
49560,4.70E+01,3.90E+01,1.16E+02,1.79E-12
49620,4.70E+01,3.90E+01,1.16E+02,1.82E-12
49680,4.70E+01,3.90E+01,1.16E+02,1.87E-12
49740,4.70E+01,3.90E+01,1.16E+02,1.91E-12
49800,4.70E+01,3.90E+01,1.16E+02,2.11E-12
49860,4.70E+01,3.90E+01,1.16E+02,2.25E-12
49920,4.70E+01,3.90E+01,1.16E+02,2.34E-12
49980,4.70E+01,3.90E+01,1.16E+02,2.43E-12
50040,4.70E+01,3.90E+01,1.16E+02,2.36E-12
50100,4.70E+01,3.90E+01,1.16E+02,2.36E-12
50160,4.70E+01,3.90E+01,1.16E+02,2.33E-12
50220,4.70E+01,3.90E+01,1.16E+02,2.32E-12
50280,4.70E+01,3.90E+01,1.16E+02,2.65E-12
50340,4.70E+01,3.90E+01,1.16E+02,2.72E-12
50400,4.70E+01,3.90E+01,1.16E+02,2.31E-12
50460,4.70E+01,3.90E+01,1.16E+02,2.15E-12
50520,4.70E+01,3.90E+01,1.16E+02,2.31E-12
50580,4.70E+01,3.90E+01,1.16E+02,2.26E-12
50640,4.70E+01,3.90E+01,1.16E+02,2.48E-12
50700,4.70E+01,3.90E+01,1.16E+02,2.90E-12
50760,4.70E+01,3.90E+01,1.16E+02,2.61E-12
50820,4.70E+01,3.90E+01,1.16E+02,2.52E-12
50880,4.70E+01,3.90E+01,1.16E+02,2.64E-12
50940,4.70E+01,3.90E+01,1.16E+02,2.92E-12
51000,4.70E+01,3.90E+01,1.16E+02,2.98E-12
51060,4.70E+01,3.90E+01,1.16E+02,2.93E-12
51120,4.70E+01,3.90E+01,1.16E+02,3.01E-12
51180,4.70E+01,3.90E+01,1.16E+02,3.03E-12
51240,4.70E+01,3.90E+01,1.16E+02,3.03E-12
51300,4.70E+01,3.90E+01,1.16E+02,2.93E-12
51360,4.70E+01,3.90E+01,1.16E+02,2.79E-12
51420,4.70E+01,3.90E+01,1.16E+02,2.66E-12
51480,4.70E+01,3.90E+01,1.16E+02,2.58E-12
51540,4.70E+01,3.90E+01,1.16E+02,2.51E-12
51600,4.70E+01,3.90E+01,1.16E+02,2.51E-12
51660,4.70E+01,3.90E+01,1.16E+02,2.60E-12
51720,4.70E+01,3.90E+01,1.16E+02,2.65E-12
51780,4.70E+01,3.90E+01,1.16E+02,2.74E-12
51840,4.70E+01,3.90E+01,1.16E+02,2.90E-12
51900,4.70E+01,3.90E+01,1.16E+02,2.80E-12
51960,4.70E+01,3.90E+01,1.16E+02,2.74E-12
52020,4.70E+01,3.90E+01,1.16E+02,2.60E-12
52080,4.70E+01,3.90E+01,1.16E+02,2.48E-12
52140,4.70E+01,3.90E+01,1.16E+02,2.45E-12
52200,4.70E+01,3.90E+01,1.16E+02,2.44E-12
52260,4.70E+01,3.90E+01,1.16E+02,2.34E-12
52320,4.70E+01,3.90E+01,1.16E+02,2.29E-12
52380,4.70E+01,3.90E+01,1.16E+02,2.34E-12
52440,4.70E+01,3.90E+01,1.16E+02,2.20E-12
52500,4.70E+01,3.90E+01,1.16E+02,2.18E-12
52560,4.70E+01,3.90E+01,1.16E+02,2.01E-12
52620,4.70E+01,3.90E+01,1.16E+02,1.95E-12
52680,4.70E+01,3.90E+01,1.16E+02,1.97E-12
52740,4.70E+01,3.90E+01,1.16E+02,1.96E-12
52800,4.70E+01,3.90E+01,1.16E+02,1.99E-12
52860,4.70E+01,3.90E+01,1.16E+02,2.28E-12
52920,4.70E+01,3.90E+01,1.16E+02,1.86E-12
52980,4.70E+01,3.90E+01,1.16E+02,2.21E-12
53040,4.70E+01,3.90E+01,1.16E+02,2.19E-12
53100,4.70E+01,3.90E+01,1.16E+02,1.64E-12
53160,4.70E+01,3.90E+01,1.16E+02,1.32E-12
53220,4.70E+01,3.90E+01,1.16E+02,1.45E-12
53280,4.70E+01,3.90E+01,1.16E+02,1.86E-12
53340,4.70E+01,3.90E+01,1.16E+02,1.74E-12
53400,4.70E+01,3.90E+01,1.16E+02,1.75E-12
53460,4.70E+01,3.90E+01,1.16E+02,1.79E-12
53520,4.70E+01,3.90E+01,1.16E+02,1.89E-12
53580,4.70E+01,3.90E+01,1.16E+02,1.98E-12
53640,4.70E+01,3.90E+01,1.16E+02,2.00E-12
53700,4.70E+01,3.90E+01,1.16E+02,1.95E-12
53760,4.70E+01,3.90E+01,1.16E+02,1.99E-12
53820,4.70E+01,3.90E+01,1.16E+02,2.04E-12
53880,4.70E+01,3.90E+01,1.16E+02,2.06E-12
53940,4.70E+01,3.90E+01,1.16E+02,2.11E-12
54000,3.70E+01,2.20E+01,1.16E+02,2.11E-12
