time,velocity,density,density_new
6400,7644.312,4.64E-12,3.91E-12
6410,7644.205,4.64E-12,3.91E-12
6420,7644.097,4.64E-12,3.91E-12
6430,7643.987,4.62E-12,3.89E-12
6440,7643.877,4.61E-12,3.88E-12
6450,7643.765,4.60E-12,3.87E-12
6460,7643.652,4.59E-12,3.86E-12
6470,7643.538,4.57E-12,3.84E-12
6480,7643.422,4.56E-12,3.84E-12
6490,7643.304,4.55E-12,3.82E-12
6500,7643.185,4.52E-12,3.80E-12
6510,7643.065,4.50E-12,3.79E-12
6520,7642.942,4.48E-12,3.77E-12
6530,7642.817,4.47E-12,3.76E-12
6540,7642.691,4.45E-12,3.74E-12
6550,7642.562,4.43E-12,3.73E-12
6560,7642.432,4.44E-12,3.74E-12
6570,7642.299,4.43E-12,3.73E-12
6580,7642.164,4.42E-12,3.72E-12
6590,7642.026,4.42E-12,3.72E-12
6600,7641.887,4.41E-12,3.72E-12
6610,7641.745,4.41E-12,3.72E-12
6620,7641.6,4.41E-12,3.72E-12
6630,7641.454,4.41E-12,3.72E-12
6640,7641.304,4.42E-12,3.73E-12
6650,7641.152,4.44E-12,3.75E-12
6660,7640.998,4.46E-12,3.77E-12
6670,7640.84,4.47E-12,3.78E-12
6680,7640.68,4.48E-12,3.79E-12
6690,7640.517,4.51E-12,3.81E-12
6700,7640.352,4.53E-12,3.83E-12
6710,7640.183,4.56E-12,3.86E-12
6720,7640.011,4.57E-12,3.87E-12
6730,7639.836,4.60E-12,3.90E-12
6740,7639.657,4.62E-12,3.92E-12
6750,7639.476,4.64E-12,3.94E-12
6760,7639.291,4.65E-12,3.95E-12
6770,7639.104,4.65E-12,3.95E-12
6780,7638.912,4.65E-12,3.95E-12
6790,7638.718,4.64E-12,3.95E-12
6800,7638.52,4.65E-12,3.95E-12
6810,7638.319,4.65E-12,3.96E-12
6820,7638.115,4.66E-12,3.97E-12
6830,7637.907,4.68E-12,3.99E-12
6840,7637.695,4.71E-12,4.01E-12
6850,7637.481,4.71E-12,4.02E-12
6860,7637.262,4.72E-12,4.02E-12
6870,7637.041,4.71E-12,4.03E-12
6880,7636.815,4.70E-12,4.02E-12
6890,7636.587,4.69E-12,4.01E-12
6900,7636.354,4.68E-12,4.00E-12
6910,7636.118,4.69E-12,4.02E-12
6920,7635.879,4.70E-12,4.02E-12
6930,7635.636,4.70E-12,4.02E-12
6940,7635.389,4.68E-12,4.01E-12
6950,7635.139,4.64E-12,3.98E-12
6960,7634.886,4.61E-12,3.95E-12
6970,7634.628,4.57E-12,3.92E-12
6980,7634.368,4.56E-12,3.91E-12
6990,7634.103,4.55E-12,3.91E-12
7000,7633.836,4.55E-12,3.91E-12
7010,7633.565,4.55E-12,3.91E-12
7020,7633.291,4.55E-12,3.92E-12
7030,7633.013,4.55E-12,3.92E-12
7040,7632.732,4.55E-12,3.92E-12
7050,7632.448,4.55E-12,3.91E-12
7060,7632.161,4.54E-12,3.91E-12
7070,7631.87,4.52E-12,3.89E-12
7080,7631.576,4.48E-12,3.86E-12
7090,7631.279,4.45E-12,3.83E-12
7100,7630.979,4.42E-12,3.81E-12
7110,7630.676,4.42E-12,3.81E-12
7120,7630.37,4.41E-12,3.80E-12
7130,7630.061,4.41E-12,3.80E-12
7140,7629.749,4.41E-12,3.80E-12
7150,7629.434,4.40E-12,3.80E-12
7160,7629.116,4.39E-12,3.79E-12
7170,7628.796,4.37E-12,3.77E-12
7180,7628.473,4.34E-12,3.75E-12
7190,7628.148,4.32E-12,3.73E-12
7200,7627.82,4.29E-12,3.71E-12
7210,7627.49,4.26E-12,3.69E-12
7220,7627.157,4.23E-12,3.66E-12
7230,7626.823,4.19E-12,3.62E-12
7240,7626.486,4.15E-12,3.59E-12
7250,7626.147,4.12E-12,3.56E-12
7260,7625.806,4.08E-12,3.53E-12
7270,7625.463,4.04E-12,3.50E-12
7280,7625.119,4.01E-12,3.47E-12
7290,7624.772,3.98E-12,3.44E-12
7300,7624.424,3.94E-12,3.41E-12
7310,7624.075,3.91E-12,3.38E-12
7320,7623.724,3.87E-12,3.35E-12
7330,7623.371,3.84E-12,3.32E-12
7340,7623.018,3.80E-12,3.29E-12
7350,7622.663,3.77E-12,3.26E-12
7360,7622.307,3.74E-12,3.24E-12
7370,7621.95,3.71E-12,3.21E-12
7380,7621.593,3.68E-12,3.19E-12
7390,7621.234,3.64E-12,3.16E-12
7400,7620.876,3.61E-12,3.13E-12
7410,7620.516,3.58E-12,3.11E-12
7420,7620.156,3.55E-12,3.08E-12
7430,7619.796,3.52E-12,3.05E-12
7440,7619.436,3.50E-12,3.03E-12
7450,7619.076,3.47E-12,3.01E-12
7460,7618.716,3.45E-12,2.99E-12
7470,7618.356,3.43E-12,2.97E-12
7480,7617.996,3.40E-12,2.95E-12
7490,7617.637,3.37E-12,2.92E-12
7500,7617.279,3.34E-12,2.90E-12
7510,7616.921,3.31E-12,2.87E-12
7520,7616.564,3.28E-12,2.85E-12
7530,7616.208,3.25E-12,2.82E-12
7540,7615.853,3.22E-12,2.80E-12
7550,7615.499,3.20E-12,2.78E-12
7560,7615.147,3.17E-12,2.75E-12
7570,7614.796,3.15E-12,2.73E-12
7580,7614.447,3.12E-12,2.71E-12
7590,7614.1,3.11E-12,2.70E-12
7600,7613.754,3.08E-12,2.68E-12
7610,7613.411,3.06E-12,2.66E-12
7620,7613.07,3.04E-12,2.64E-12
7630,7612.731,3.02E-12,2.62E-12
7640,7612.395,3.00E-12,2.60E-12
7650,7612.062,2.98E-12,2.59E-12
7660,7611.731,2.96E-12,2.58E-12
7670,7611.403,2.96E-12,2.57E-12
7680,7611.078,2.89E-12,2.51E-12
7690,7610.757,2.95E-12,2.56E-12
7700,7610.438,2.95E-12,2.56E-12
7710,7610.124,2.94E-12,2.55E-12
7720,7609.812,2.93E-12,2.54E-12
7730,7609.505,2.92E-12,2.53E-12
7740,7609.201,2.91E-12,2.52E-12
7750,7608.901,2.91E-12,2.52E-12
7760,7608.606,2.92E-12,2.52E-12
7770,7608.314,2.92E-12,2.52E-12
7780,7608.027,2.93E-12,2.53E-12
7790,7607.745,2.93E-12,2.54E-12
7800,7607.467,2.94E-12,2.54E-12
7810,7607.194,2.94E-12,2.54E-12
7820,7606.925,2.93E-12,2.53E-12
7830,7606.662,2.93E-12,2.53E-12
7840,7606.404,2.93E-12,2.53E-12
7850,7606.151,2.94E-12,2.53E-12
7860,7605.904,2.95E-12,2.54E-12
7870,7605.662,2.96E-12,2.56E-12
7880,7605.426,3.00E-12,2.58E-12
7890,7605.196,3.03E-12,2.61E-12
7900,7604.971,3.07E-12,2.65E-12
7910,7604.752,3.10E-12,2.67E-12
7920,7604.54,3.14E-12,2.70E-12
7930,7604.334,3.18E-12,2.73E-12
7940,7604.134,3.23E-12,2.77E-12
7950,7603.94,3.28E-12,2.81E-12
7960,7603.753,3.31E-12,2.84E-12
7970,7603.573,3.35E-12,2.87E-12
7980,7603.4,3.39E-12,2.90E-12
7990,7603.234,3.43E-12,2.93E-12
8000,7603.075,3.44E-12,2.94E-12
8010,7602.923,3.45E-12,2.95E-12
8020,7602.779,3.45E-12,2.95E-12
8030,7602.642,3.46E-12,2.95E-12
8040,7602.512,3.47E-12,2.96E-12
8050,7602.39,3.49E-12,2.98E-12
8060,7602.276,3.51E-12,2.99E-12
8070,7602.169,3.53E-12,3.01E-12
8080,7602.07,3.56E-12,3.03E-12
8090,7601.98,3.59E-12,3.05E-12
8100,7601.897,3.62E-12,3.07E-12
8110,7601.822,3.63E-12,3.09E-12
8120,7601.756,3.64E-12,3.09E-12
8130,7601.698,3.66E-12,3.10E-12
8140,7601.648,3.68E-12,3.12E-12
8150,7601.607,3.73E-12,3.16E-12
8160,7601.574,3.77E-12,3.19E-12
8170,7601.549,3.81E-12,3.23E-12
8180,7601.533,3.84E-12,3.25E-12
8190,7601.526,3.86E-12,3.26E-12
8200,7601.527,3.88E-12,3.27E-12
8210,7601.536,3.89E-12,3.28E-12
8220,7601.555,3.89E-12,3.29E-12
8230,7601.582,3.90E-12,3.29E-12
8240,7601.618,3.90E-12,3.29E-12
8250,7601.663,3.90E-12,3.29E-12
8260,7601.717,3.91E-12,3.29E-12
8270,7601.78,3.91E-12,3.29E-12
8280,7601.851,3.91E-12,3.30E-12
8290,7601.932,3.91E-12,3.29E-12
8300,7602.022,3.90E-12,3.29E-12
8310,7602.122,3.89E-12,3.28E-12
8320,7602.23,3.88E-12,3.27E-12
8330,7602.347,3.86E-12,3.25E-12
8340,7602.474,3.84E-12,3.24E-12
8350,7602.61,3.82E-12,3.22E-12
8360,7602.755,3.82E-12,3.21E-12
8370,7602.909,3.83E-12,3.23E-12
8380,7603.072,3.88E-12,3.27E-12
8390,7603.244,3.95E-12,3.33E-12
8400,7603.426,4.01E-12,3.38E-12
8410,7603.616,4.05E-12,3.42E-12
8420,7603.816,4.09E-12,3.45E-12
8430,7604.025,4.12E-12,3.48E-12
8440,7604.243,4.15E-12,3.51E-12
8450,7604.469,4.18E-12,3.53E-12
8460,7604.705,4.22E-12,3.56E-12
8470,7604.95,4.25E-12,3.59E-12
8480,7605.204,4.28E-12,3.62E-12
8490,7605.467,4.31E-12,3.65E-12
8500,7605.739,4.36E-12,3.70E-12
8510,7606.019,4.41E-12,3.74E-12
8520,7606.309,4.45E-12,3.78E-12
8530,7606.607,4.49E-12,3.81E-12
8540,7606.914,4.52E-12,3.84E-12
8550,7607.23,4.53E-12,3.86E-12
8560,7607.554,4.54E-12,3.88E-12
8570,7607.887,4.58E-12,3.91E-12
8580,7608.228,4.64E-12,3.97E-12
8590,7608.578,4.71E-12,4.04E-12
8600,7608.936,4.81E-12,4.12E-12
8610,7609.303,4.92E-12,4.22E-12
8620,7609.678,5.03E-12,4.32E-12
8630,7610.061,5.11E-12,4.39E-12
8640,7610.452,5.17E-12,4.44E-12
8650,7610.851,5.22E-12,4.49E-12
8660,7611.259,5.28E-12,4.54E-12
8670,7611.674,5.35E-12,4.60E-12
8680,7612.096,5.43E-12,4.67E-12
8690,7612.527,5.51E-12,4.73E-12
8700,7612.964,5.56E-12,4.78E-12
8710,7613.41,5.60E-12,4.82E-12
8720,7613.862,5.65E-12,4.86E-12
8730,7614.322,5.70E-12,4.90E-12
8740,7614.789,5.74E-12,4.94E-12
8750,7615.263,5.76E-12,4.96E-12
8760,7615.744,5.76E-12,4.96E-12
8770,7616.231,5.78E-12,4.98E-12
8780,7616.725,5.83E-12,5.02E-12
8790,7617.226,5.91E-12,5.10E-12
8800,7617.732,6.04E-12,5.21E-12
8810,7618.245,6.22E-12,5.37E-12
8820,7618.764,6.47E-12,5.59E-12
8830,7619.289,6.75E-12,5.84E-12
8840,7619.82,6.98E-12,6.04E-12
8850,7620.356,7.12E-12,6.16E-12
8860,7620.898,7.19E-12,6.22E-12
8870,7621.445,7.22E-12,6.23E-12
8880,7621.997,7.23E-12,6.24E-12
8890,7622.554,7.22E-12,6.23E-12
8900,7623.116,7.21E-12,6.21E-12
8910,7623.683,7.21E-12,6.21E-12
8920,7624.254,7.23E-12,6.21E-12
8930,7624.83,7.25E-12,6.23E-12
8940,7625.41,7.28E-12,6.25E-12
8950,7625.994,7.30E-12,6.27E-12
8960,7626.582,7.33E-12,6.29E-12
8970,7627.174,7.36E-12,6.31E-12
8980,7627.769,7.39E-12,6.34E-12
8990,7628.368,7.43E-12,6.37E-12
9000,7628.97,7.47E-12,6.40E-12
9010,7629.576,7.50E-12,6.43E-12
9020,7630.184,7.54E-12,6.46E-12
9030,7630.795,7.59E-12,6.50E-12
9040,7631.408,7.64E-12,6.54E-12
9050,7632.024,7.69E-12,6.58E-12
9060,7632.642,7.75E-12,6.63E-12
9070,7633.262,7.81E-12,6.69E-12
9080,7633.884,7.89E-12,6.75E-12
9090,7634.508,7.95E-12,6.81E-12
9100,7635.132,8.03E-12,6.88E-12
9110,7635.759,8.11E-12,6.94E-12
9120,7636.386,8.18E-12,7.00E-12
9130,7637.014,8.25E-12,7.06E-12
9140,7637.644,8.33E-12,7.13E-12
9150,7638.273,8.41E-12,7.20E-12
9160,7638.903,8.50E-12,7.28E-12
9170,7639.534,8.61E-12,7.37E-12
9180,7640.164,8.71E-12,7.46E-12
9190,7640.795,8.81E-12,7.55E-12
9200,7641.425,8.91E-12,7.64E-12
9210,7642.054,9.01E-12,7.72E-12
9220,7642.683,9.11E-12,7.81E-12
9230,7643.312,9.22E-12,7.90E-12
9240,7643.939,9.32E-12,7.99E-12
9250,7644.565,9.41E-12,8.08E-12
9260,7645.189,9.52E-12,8.17E-12
9270,7645.812,9.63E-12,8.27E-12
9280,7646.433,9.74E-12,8.37E-12
9290,7647.053,9.85E-12,8.47E-12
9300,7647.67,9.97E-12,8.57E-12
9310,7648.285,1.01E-11,8.67E-12
9320,7648.897,1.02E-11,8.77E-12
9330,7649.507,1.03E-11,8.86E-12
9340,7650.114,1.04E-11,8.95E-12
9350,7650.718,1.05E-11,9.04E-12
9360,7651.319,1.06E-11,9.13E-12
9370,7651.917,1.07E-11,9.23E-12
9380,7652.511,1.08E-11,9.33E-12
9390,7653.102,1.09E-11,9.44E-12
9400,7653.689,1.11E-11,9.54E-12
9410,7654.272,1.11E-11,9.63E-12
9420,7654.851,1.12E-11,9.71E-12
9430,7655.425,1.13E-11,9.81E-12
9440,7655.995,1.14E-11,9.91E-12
9450,7656.561,1.16E-11,1.00E-11
9460,7657.122,1.17E-11,1.01E-11
9470,7657.678,1.18E-11,1.02E-11
9480,7658.229,1.19E-11,1.03E-11
9490,7658.774,1.20E-11,1.04E-11
9500,7659.315,1.21E-11,1.05E-11
9510,7659.849,1.22E-11,1.06E-11
9520,7660.379,1.22E-11,1.06E-11
9530,7660.902,1.23E-11,1.07E-11
9540,7661.42,1.24E-11,1.08E-11
9550,7661.931,1.25E-11,1.09E-11
9560,7662.437,1.26E-11,1.09E-11
9570,7662.936,1.26E-11,1.10E-11
9580,7663.428,1.27E-11,1.11E-11
9590,7663.914,1.28E-11,1.11E-11
9600,7664.394,1.28E-11,1.12E-11
9610,7664.866,1.29E-11,1.13E-11
9620,7665.332,1.29E-11,1.13E-11
9630,7665.79,1.29E-11,1.13E-11
9640,7666.242,1.30E-11,1.13E-11
9650,7666.686,1.30E-11,1.13E-11
9660,7667.123,1.30E-11,1.14E-11
9670,7667.552,1.30E-11,1.14E-11
9680,7667.974,1.30E-11,1.14E-11
9690,7668.388,1.30E-11,1.14E-11
9700,7668.795,1.31E-11,1.15E-11
9710,7669.194,1.31E-11,1.15E-11
9720,7669.585,1.31E-11,1.15E-11
9730,7669.968,1.32E-11,1.16E-11
9740,7670.343,1.32E-11,1.16E-11
9750,7670.71,1.32E-11,1.16E-11
9760,7671.069,1.31E-11,1.16E-11
9770,7671.42,1.32E-11,1.16E-11
9780,7671.763,1.32E-11,1.16E-11
9790,7672.097,1.32E-11,1.16E-11
9800,7672.423,1.32E-11,1.17E-11
9810,7672.741,1.33E-11,1.17E-11
9820,7673.05,1.34E-11,1.18E-11
9830,7673.351,1.34E-11,1.18E-11
9840,7673.643,1.34E-11,1.19E-11
9850,7673.927,1.35E-11,1.19E-11
9860,7674.202,1.35E-11,1.19E-11
9870,7674.469,1.35E-11,1.19E-11
9880,7674.726,1.36E-11,1.20E-11
9890,7674.975,1.36E-11,1.20E-11
9900,7675.216,1.37E-11,1.20E-11
9910,7675.447,1.37E-11,1.21E-11
9920,7675.67,1.38E-11,1.22E-11
9930,7675.884,1.38E-11,1.22E-11
9940,7676.089,1.39E-11,1.22E-11
9950,7676.285,1.39E-11,1.22E-11
9960,7676.473,1.39E-11,1.22E-11
9970,7676.651,1.38E-11,1.22E-11
9980,7676.821,1.38E-11,1.22E-11
9990,7676.982,1.38E-11,1.22E-11
10000,7677.134,1.39E-11,1.23E-11
10010,7677.278,1.40E-11,1.23E-11
10020,7677.412,1.41E-11,1.24E-11
10030,7677.538,1.41E-11,1.25E-11
10040,7677.655,1.41E-11,1.25E-11
10050,7677.764,1.41E-11,1.25E-11
10060,7677.863,1.41E-11,1.25E-11
10070,7677.955,1.42E-11,1.25E-11
10080,7678.037,1.42E-11,1.26E-11
10090,7678.111,1.43E-11,1.26E-11
10100,7678.176,1.43E-11,1.26E-11
10110,7678.233,1.43E-11,1.26E-11
10120,7678.281,1.44E-11,1.27E-11
10130,7678.321,1.44E-11,1.27E-11
10140,7678.353,1.44E-11,1.27E-11
10150,7678.376,1.45E-11,1.27E-11
10160,7678.392,1.45E-11,1.27E-11
10170,7678.399,1.45E-11,1.28E-11
10180,7678.398,1.45E-11,1.28E-11
10190,7678.389,1.46E-11,1.28E-11
10200,7678.372,1.46E-11,1.28E-11
10210,7678.347,1.46E-11,1.28E-11
10220,7678.314,1.47E-11,1.29E-11
10230,7678.274,1.47E-11,1.29E-11
10240,7678.226,1.47E-11,1.29E-11
10250,7678.171,1.48E-11,1.29E-11
10260,7678.108,1.48E-11,1.30E-11
10270,7678.038,1.48E-11,1.30E-11
10280,7677.961,1.48E-11,1.29E-11
10290,7677.877,1.48E-11,1.29E-11
10300,7677.785,1.48E-11,1.29E-11
10310,7677.687,1.47E-11,1.28E-11
10320,7677.582,1.46E-11,1.27E-11
10330,7677.47,1.46E-11,1.27E-11
10340,7677.352,1.46E-11,1.27E-11
10350,7677.227,1.46E-11,1.27E-11
10360,7677.095,1.45E-11,1.26E-11
10370,7676.958,1.45E-11,1.26E-11
10380,7676.814,1.44E-11,1.25E-11
10390,7676.664,1.44E-11,1.24E-11
10400,7676.508,1.43E-11,1.24E-11
10410,7676.346,1.42E-11,1.23E-11
10420,7676.179,1.42E-11,1.23E-11
10430,7676.006,1.41E-11,1.22E-11
10440,7675.828,1.41E-11,1.21E-11
10450,7675.644,1.40E-11,1.21E-11
10460,7675.455,1.39E-11,1.20E-11
10470,7675.261,1.37E-11,1.18E-11
10480,7675.061,1.36E-11,1.18E-11
10490,7674.858,1.35E-11,1.17E-11
10500,7674.649,1.34E-11,1.16E-11
10510,7674.436,1.33E-11,1.15E-11
10520,7674.218,1.32E-11,1.14E-11
10530,7673.996,1.31E-11,1.13E-11
10540,7673.769,1.29E-11,1.11E-11
10550,7673.539,1.28E-11,1.10E-11
10560,7673.305,1.26E-11,1.09E-11
10570,7673.066,1.25E-11,1.07E-11
10580,7672.825,1.24E-11,1.06E-11
10590,7672.579,1.23E-11,1.05E-11
10600,7672.33,1.22E-11,1.04E-11
10610,7672.078,1.20E-11,1.03E-11
10620,7671.822,1.19E-11,1.02E-11
10630,7671.563,1.18E-11,1.01E-11
10640,7671.302,1.16E-11,9.99E-12
10650,7671.037,1.15E-11,9.89E-12
10660,7670.77,1.14E-11,9.79E-12
10670,7670.5,1.13E-11,9.70E-12
10680,7670.228,1.12E-11,9.59E-12
10690,7669.954,1.11E-11,9.49E-12
10700,7669.677,1.10E-11,9.40E-12
10710,7669.398,1.09E-11,9.31E-12
10720,7669.118,1.08E-11,9.22E-12
10730,7668.836,1.07E-11,9.13E-12
10740,7668.552,1.06E-11,9.04E-12
10750,7668.266,1.05E-11,8.94E-12
10760,7667.98,1.04E-11,8.84E-12
10770,7667.692,1.02E-11,8.72E-12
10780,7667.403,1.01E-11,8.62E-12
10790,7667.112,1.00E-11,8.53E-12
10800,7666.821,9.92E-12,8.45E-12
10810,7666.529,9.85E-12,8.39E-12
10820,7666.237,9.79E-12,8.32E-12
10830,7665.944,9.73E-12,8.26E-12
10840,7665.651,9.68E-12,8.21E-12
10850,7665.357,9.62E-12,8.16E-12
10860,7665.063,9.55E-12,8.09E-12
10870,7664.769,9.50E-12,8.05E-12
10880,7664.475,9.45E-12,8.00E-12
10890,7664.182,9.39E-12,7.94E-12
10900,7663.888,9.33E-12,7.88E-12
10910,7663.595,9.27E-12,7.82E-12
10920,7663.303,9.20E-12,7.76E-12
10930,7663.011,9.11E-12,7.67E-12
10940,7662.72,9.01E-12,7.58E-12
10950,7662.43,8.96E-12,7.53E-12
10960,7662.141,8.95E-12,7.52E-12
10970,7661.853,8.96E-12,7.52E-12
10980,7661.566,9.00E-12,7.55E-12
10990,7661.28,9.00E-12,7.54E-12
11000,7660.996,8.98E-12,7.52E-12
11010,7660.713,9.04E-12,7.56E-12
11020,7660.432,9.02E-12,7.54E-12
11030,7660.152,8.61E-12,7.19E-12
11040,7659.874,8.26E-12,6.89E-12
11050,7659.598,7.92E-12,6.60E-12
11060,7659.323,7.74E-12,6.45E-12
11070,7659.05,7.69E-12,6.40E-12
11080,7658.78,7.48E-12,6.23E-12
11090,7658.511,7.27E-12,6.05E-12
11100,7658.245,7.15E-12,5.95E-12
11110,7657.981,7.00E-12,5.82E-12
11120,7657.719,6.76E-12,5.62E-12
11130,7657.459,6.52E-12,5.42E-12
11140,7657.202,6.31E-12,5.24E-12
11150,7656.947,6.11E-12,5.07E-12
11160,7656.695,6.07E-12,5.04E-12
11170,7656.445,6.03E-12,5.01E-12
11180,7656.198,6.02E-12,5.00E-12
11190,7655.953,6.01E-12,4.99E-12
11200,7655.711,5.95E-12,4.94E-12
11210,7655.472,5.88E-12,4.88E-12
11220,7655.235,5.80E-12,4.81E-12
11230,7655.002,5.69E-12,4.73E-12
11240,7654.771,5.59E-12,4.64E-12
11250,7654.542,5.56E-12,4.62E-12
11260,7654.317,5.51E-12,4.59E-12
11270,7654.094,5.34E-12,4.45E-12
11280,7653.875,5.01E-12,4.17E-12
11290,7653.658,4.67E-12,3.90E-12
11300,7653.444,4.47E-12,3.74E-12
11310,7653.233,4.50E-12,3.76E-12
11320,7653.025,4.60E-12,3.85E-12
11330,7652.82,4.64E-12,3.89E-12
11340,7652.618,4.54E-12,3.81E-12
11350,7652.419,4.41E-12,3.71E-12
11360,7652.222,4.27E-12,3.60E-12
11370,7652.029,4.23E-12,3.56E-12
11380,7651.838,4.26E-12,3.60E-12
11390,7651.651,4.36E-12,3.69E-12
11400,7651.466,4.42E-12,3.75E-12
11410,7651.285,4.31E-12,3.67E-12
11420,7651.106,4.05E-12,3.44E-12
11430,7650.93,3.76E-12,3.21E-12
11440,7650.757,3.61E-12,3.08E-12
11450,7650.587,3.61E-12,3.09E-12
11460,7650.419,3.70E-12,3.17E-12
11470,7650.255,3.82E-12,3.27E-12
11480,7650.093,3.99E-12,3.42E-12
11490,7649.933,4.18E-12,3.58E-12
11500,7649.776,4.30E-12,3.69E-12
11510,7649.622,4.41E-12,3.77E-12
11520,7649.47,4.56E-12,3.90E-12
11530,7649.321,4.76E-12,4.07E-12
11540,7649.174,4.93E-12,4.22E-12
11550,7649.03,5.06E-12,4.33E-12
11560,7648.888,5.17E-12,4.42E-12
11570,7648.748,5.19E-12,4.43E-12
11580,7648.611,5.08E-12,4.34E-12
11590,7648.475,4.95E-12,4.22E-12
11600,7648.342,4.89E-12,4.16E-12
11610,7648.211,4.90E-12,4.16E-12
11620,7648.082,4.93E-12,4.18E-12
11630,7647.955,4.95E-12,4.20E-12
11640,7647.83,4.95E-12,4.20E-12
11650,7647.706,4.96E-12,4.19E-12
11660,7647.585,4.93E-12,4.17E-12
11670,7647.465,4.91E-12,4.15E-12
11680,7647.346,4.90E-12,4.13E-12
11690,7647.23,4.87E-12,4.11E-12
11700,7647.115,4.86E-12,4.09E-12
11710,7647.001,4.82E-12,4.05E-12
11720,7646.888,4.79E-12,4.02E-12
11730,7646.777,4.75E-12,3.99E-12
11740,7646.668,4.73E-12,3.97E-12
11750,7646.559,4.71E-12,3.95E-12
11760,7646.451,4.69E-12,3.93E-12
11770,7646.345,4.70E-12,3.93E-12
11780,7646.239,4.70E-12,3.94E-12
11790,7646.135,4.69E-12,3.93E-12
11800,7646.031,4.66E-12,3.90E-12
11810,7645.927,4.62E-12,3.86E-12
11820,7645.825,4.57E-12,3.82E-12
11830,7645.722,4.52E-12,3.78E-12
11840,7645.621,4.48E-12,3.74E-12
11850,7645.519,4.44E-12,3.71E-12
11860,7645.418,4.41E-12,3.69E-12
11870,7645.317,4.39E-12,3.67E-12
11880,7645.216,4.37E-12,3.66E-12
11890,7645.115,4.35E-12,3.64E-12
11900,7645.014,4.34E-12,3.63E-12
11910,7644.912,4.32E-12,3.62E-12
11920,7644.81,4.32E-12,3.62E-12
11930,7644.708,4.32E-12,3.62E-12
11940,7644.605,4.32E-12,3.62E-12
11950,7644.502,4.32E-12,3.62E-12
11960,7644.398,4.32E-12,3.63E-12
11970,7644.293,4.33E-12,3.64E-12
11980,7644.187,4.34E-12,3.65E-12
11990,7644.081,4.35E-12,3.66E-12
12000,7643.973,4.35E-12,3.66E-12
12010,7643.865,4.37E-12,3.68E-12
12020,7643.755,4.36E-12,3.67E-12
12030,7643.643,4.37E-12,3.68E-12
12040,7643.531,4.37E-12,3.69E-12
12050,7643.417,4.39E-12,3.70E-12
12060,7643.301,4.40E-12,3.72E-12
12070,7643.184,4.42E-12,3.73E-12
12080,7643.065,4.43E-12,3.75E-12
12090,7642.945,4.45E-12,3.76E-12
12100,7642.823,4.46E-12,3.78E-12
12110,7642.699,4.47E-12,3.79E-12
12120,7642.573,4.47E-12,3.80E-12
12130,7642.445,4.47E-12,3.80E-12
12140,7642.315,4.47E-12,3.80E-12
12150,7642.183,4.48E-12,3.81E-12
12160,7642.049,4.50E-12,3.83E-12
12170,7641.912,4.52E-12,3.86E-12
12180,7641.773,4.54E-12,3.87E-12
12190,7641.632,4.54E-12,3.88E-12
12200,7641.488,4.56E-12,3.90E-12
12210,7641.342,4.57E-12,3.91E-12
12220,7641.193,4.59E-12,3.93E-12
12230,7641.042,4.59E-12,3.93E-12
12240,7640.888,4.59E-12,3.94E-12
12250,7640.731,4.59E-12,3.93E-12
12260,7640.571,4.58E-12,3.93E-12
12270,7640.408,4.57E-12,3.93E-12
12280,7640.243,4.56E-12,3.92E-12
12290,7640.074,4.55E-12,3.91E-12
12300,7639.903,4.53E-12,3.90E-12
12310,7639.728,4.51E-12,3.89E-12
12320,7639.55,4.49E-12,3.87E-12
12330,7639.369,4.48E-12,3.86E-12
12340,7639.185,4.47E-12,3.86E-12
12350,7638.997,4.47E-12,3.87E-12
12360,7638.807,4.48E-12,3.88E-12
12370,7638.612,4.48E-12,3.88E-12
12380,7638.414,4.47E-12,3.87E-12
12390,7638.213,4.46E-12,3.87E-12
12400,7638.009,4.46E-12,3.87E-12
12410,7637.801,4.45E-12,3.87E-12
12420,7637.589,4.45E-12,3.87E-12
12430,7637.374,4.44E-12,3.86E-12
12440,7637.156,4.42E-12,3.85E-12
12450,7636.934,4.39E-12,3.82E-12
12460,7636.709,4.36E-12,3.80E-12
12470,7636.48,4.33E-12,3.77E-12
12480,7636.248,4.30E-12,3.75E-12
12490,7636.013,4.28E-12,3.73E-12
12500,7635.774,4.26E-12,3.72E-12
12510,7635.531,4.23E-12,3.70E-12
12520,7635.285,4.20E-12,3.67E-12
12530,7635.035,4.17E-12,3.65E-12
12540,7634.782,4.13E-12,3.61E-12
12550,7634.525,4.09E-12,3.58E-12
12560,7634.264,4.05E-12,3.55E-12
12570,7634.001,4.01E-12,3.52E-12
12580,7633.733,3.98E-12,3.49E-12
12590,7633.463,3.95E-12,3.46E-12
12600,7633.189,3.91E-12,3.43E-12
12610,7632.911,3.89E-12,3.41E-12
12620,7632.63,3.86E-12,3.39E-12
12630,7632.346,3.85E-12,3.38E-12
12640,7632.058,3.84E-12,3.37E-12
12650,7631.768,3.82E-12,3.36E-12
12660,7631.474,3.80E-12,3.35E-12
12670,7631.177,3.79E-12,3.34E-12
12680,7630.877,3.77E-12,3.32E-12
12690,7630.574,3.75E-12,3.31E-12
12700,7630.268,3.72E-12,3.28E-12
12710,7629.959,3.69E-12,3.25E-12
12720,7629.647,3.66E-12,3.23E-12
12730,7629.332,3.63E-12,3.20E-12
12740,7629.015,3.60E-12,3.17E-12
