time,velocity,density,density_new
20230,7633.884,7.28E-12,6.40E-12
20240,7634.504,7.37E-12,6.48E-12
20250,7635.125,7.46E-12,6.56E-12
20260,7635.748,7.56E-12,6.65E-12
20270,7636.372,7.66E-12,6.74E-12
20280,7636.997,7.76E-12,6.83E-12
20290,7637.622,7.86E-12,6.92E-12
20300,7638.248,7.94E-12,6.99E-12
20310,7638.875,8.03E-12,7.07E-12
20320,7639.502,8.11E-12,7.15E-12
20330,7640.128,8.20E-12,7.22E-12
20340,7640.755,8.27E-12,7.28E-12
20350,7641.382,8.35E-12,7.35E-12
20360,7642.007,8.45E-12,7.44E-12
20370,7642.633,8.56E-12,7.54E-12
20380,7643.257,8.64E-12,7.61E-12
20390,7643.881,8.71E-12,7.67E-12
20400,7644.503,8.79E-12,7.74E-12
20410,7645.124,8.86E-12,7.81E-12
20420,7645.744,8.92E-12,7.86E-12
20430,7646.362,8.99E-12,7.92E-12
20440,7646.979,9.07E-12,7.99E-12
20450,7647.593,9.16E-12,8.06E-12
20460,7648.205,9.23E-12,8.13E-12
20470,7648.815,9.31E-12,8.20E-12
20480,7649.423,9.39E-12,8.27E-12
20490,7650.027,9.48E-12,8.35E-12
20500,7650.629,9.57E-12,8.43E-12
20510,7651.228,9.66E-12,8.51E-12
20520,7651.823,9.75E-12,8.58E-12
20530,7652.415,9.81E-12,8.64E-12
20540,7653.004,9.86E-12,8.68E-12
20550,7653.589,9.93E-12,8.75E-12
20560,7654.17,1.00E-11,8.82E-12
20570,7654.747,1.01E-11,8.91E-12
20580,7655.319,1.02E-11,9.00E-12
20590,7655.888,1.03E-11,9.08E-12
20600,7656.452,1.04E-11,9.15E-12
20610,7657.011,1.05E-11,9.24E-12
20620,7657.565,1.06E-11,9.32E-12
20630,7658.114,1.07E-11,9.41E-12
20640,7658.659,1.08E-11,9.49E-12
20650,7659.198,1.09E-11,9.58E-12
20660,7659.731,1.10E-11,9.68E-12
20670,7660.259,1.11E-11,9.79E-12
20680,7660.782,1.12E-11,9.87E-12
20690,7661.298,1.13E-11,9.93E-12
20700,7661.809,1.14E-11,1.00E-11
20710,7662.313,1.15E-11,1.01E-11
20720,7662.811,1.15E-11,1.02E-11
20730,7663.303,1.16E-11,1.02E-11
20740,7663.788,1.17E-11,1.03E-11
20750,7664.267,1.18E-11,1.04E-11
20760,7664.739,1.19E-11,1.05E-11
20770,7665.204,1.21E-11,1.06E-11
20780,7665.662,1.22E-11,1.07E-11
20790,7666.114,1.23E-11,1.08E-11
20800,7666.558,1.23E-11,1.09E-11
20810,7666.994,1.24E-11,1.10E-11
20820,7667.424,1.26E-11,1.11E-11
20830,7667.846,1.27E-11,1.12E-11
20840,7668.261,1.28E-11,1.13E-11
20850,7668.668,1.28E-11,1.13E-11
20860,7669.068,1.29E-11,1.13E-11
20870,7669.46,1.29E-11,1.14E-11
20880,7669.844,1.29E-11,1.14E-11
20890,7670.22,1.30E-11,1.14E-11
20900,7670.587,1.30E-11,1.15E-11
20910,7670.947,1.31E-11,1.15E-11
20920,7671.298,1.31E-11,1.16E-11
20930,7671.641,1.31E-11,1.16E-11
20940,7671.976,1.31E-11,1.16E-11
20950,7672.302,1.31E-11,1.16E-11
20960,7672.62,1.31E-11,1.16E-11
20970,7672.929,1.32E-11,1.16E-11
20980,7673.229,1.32E-11,1.16E-11
20990,7673.521,1.33E-11,1.17E-11
21000,7673.804,1.33E-11,1.17E-11
21010,7674.078,1.33E-11,1.18E-11
21020,7674.344,1.34E-11,1.18E-11
21030,7674.601,1.35E-11,1.19E-11
21040,7674.849,1.35E-11,1.19E-11
21050,7675.088,1.35E-11,1.19E-11
21060,7675.318,1.35E-11,1.19E-11
21070,7675.54,1.36E-11,1.20E-11
21080,7675.753,1.36E-11,1.20E-11
21090,7675.957,1.37E-11,1.21E-11
21100,7676.151,1.38E-11,1.21E-11
21110,7676.338,1.38E-11,1.22E-11
21120,7676.515,1.38E-11,1.22E-11
21130,7676.683,1.38E-11,1.22E-11
21140,7676.842,1.39E-11,1.22E-11
21150,7676.993,1.39E-11,1.22E-11
21160,7677.135,1.40E-11,1.23E-11
21170,7677.268,1.40E-11,1.23E-11
21180,7677.392,1.40E-11,1.23E-11
21190,7677.508,1.40E-11,1.23E-11
21200,7677.614,1.40E-11,1.23E-11
21210,7677.713,1.41E-11,1.24E-11
21220,7677.802,1.42E-11,1.24E-11
21230,7677.883,1.42E-11,1.25E-11
21240,7677.955,1.42E-11,1.25E-11
21250,7678.019,1.43E-11,1.25E-11
21260,7678.075,1.43E-11,1.25E-11
21270,7678.122,1.43E-11,1.25E-11
21280,7678.161,1.43E-11,1.25E-11
21290,7678.191,1.43E-11,1.25E-11
21300,7678.214,1.42E-11,1.25E-11
21310,7678.228,1.42E-11,1.24E-11
21320,7678.234,1.42E-11,1.24E-11
21330,7678.233,1.42E-11,1.24E-11
21340,7678.223,1.42E-11,1.24E-11
21350,7678.206,1.43E-11,1.24E-11
21360,7678.181,1.43E-11,1.24E-11
21370,7678.148,1.43E-11,1.24E-11
21380,7678.107,1.42E-11,1.24E-11
21390,7678.059,1.42E-11,1.24E-11
21400,7678.004,1.42E-11,1.24E-11
21410,7677.941,1.42E-11,1.24E-11
21420,7677.871,1.42E-11,1.24E-11
21430,7677.794,1.42E-11,1.23E-11
21440,7677.709,1.42E-11,1.23E-11
21450,7677.618,1.41E-11,1.23E-11
21460,7677.519,1.41E-11,1.23E-11
21470,7677.414,1.41E-11,1.22E-11
21480,7677.302,1.41E-11,1.22E-11
21490,7677.184,1.40E-11,1.22E-11
21500,7677.059,1.40E-11,1.21E-11
21510,7676.928,1.39E-11,1.21E-11
21520,7676.79,1.38E-11,1.20E-11
21530,7676.646,1.38E-11,1.19E-11
21540,7676.497,1.37E-11,1.19E-11
21550,7676.341,1.36E-11,1.18E-11
21560,7676.179,1.35E-11,1.17E-11
21570,7676.012,1.35E-11,1.17E-11
21580,7675.839,1.34E-11,1.16E-11
21590,7675.661,1.33E-11,1.15E-11
21600,7675.477,1.32E-11,1.14E-11
21610,7675.288,1.31E-11,1.13E-11
21620,7675.094,1.30E-11,1.13E-11
21630,7674.895,1.30E-11,1.12E-11
21640,7674.691,1.29E-11,1.11E-11
21650,7674.482,1.28E-11,1.10E-11
21660,7674.268,1.27E-11,1.09E-11
21670,7674.05,1.25E-11,1.08E-11
21680,7673.828,1.24E-11,1.07E-11
21690,7673.602,1.23E-11,1.06E-11
21700,7673.371,1.22E-11,1.05E-11
21710,7673.136,1.20E-11,1.03E-11
21720,7672.898,1.19E-11,1.02E-11
21730,7672.656,1.18E-11,1.01E-11
21740,7672.41,1.16E-11,9.97E-12
21750,7672.161,1.15E-11,9.82E-12
21760,7671.909,1.13E-11,9.67E-12
21770,7671.653,1.11E-11,9.51E-12
21780,7671.395,1.09E-11,9.35E-12
21790,7671.133,1.08E-11,9.21E-12
21800,7670.869,1.06E-11,9.07E-12
21810,7670.602,1.05E-11,8.94E-12
21820,7670.333,1.03E-11,8.82E-12
21830,7670.061,1.02E-11,8.70E-12
21840,7669.787,1.00E-11,8.56E-12
21850,7669.511,9.89E-12,8.42E-12
21860,7669.233,9.72E-12,8.27E-12
21870,7668.953,9.57E-12,8.14E-12
21880,7668.671,9.37E-12,7.96E-12
21890,7668.388,9.20E-12,7.81E-12
21900,7668.104,9.03E-12,7.66E-12
21910,7667.818,8.87E-12,7.51E-12
21920,7667.53,8.68E-12,7.35E-12
21930,7667.242,8.51E-12,7.20E-12
21940,7666.953,8.34E-12,7.04E-12
21950,7666.663,8.20E-12,6.92E-12
21960,7666.373,8.09E-12,6.82E-12
21970,7666.082,7.97E-12,6.71E-12
21980,7665.79,7.86E-12,6.61E-12
21990,7665.499,7.74E-12,6.50E-12
22000,7665.207,7.61E-12,6.39E-12
22010,7664.915,7.48E-12,6.28E-12
22020,7664.623,7.36E-12,6.17E-12
22030,7664.332,7.27E-12,6.09E-12
22040,7664.04,7.19E-12,6.01E-12
22050,7663.749,7.13E-12,5.96E-12
22060,7663.458,7.06E-12,5.89E-12
22070,7663.168,6.99E-12,5.83E-12
22080,7662.878,6.93E-12,5.78E-12
22090,7662.59,6.88E-12,5.73E-12
22100,7662.302,6.87E-12,5.71E-12
22110,7662.015,6.83E-12,5.68E-12
22120,7661.729,6.78E-12,5.63E-12
22130,7661.444,6.73E-12,5.59E-12
22140,7661.16,6.71E-12,5.57E-12
22150,7660.878,6.70E-12,5.56E-12
22160,7660.597,6.67E-12,5.53E-12
22170,7660.318,6.64E-12,5.51E-12
22180,7660.04,6.64E-12,5.51E-12
22190,7659.764,6.63E-12,5.49E-12
22200,7659.489,6.62E-12,5.48E-12
22210,7659.217,6.60E-12,5.47E-12
22220,7658.946,6.58E-12,5.45E-12
22230,7658.677,6.54E-12,5.42E-12
22240,7658.41,6.43E-12,5.33E-12
22250,7658.146,6.29E-12,5.21E-12
22260,7657.883,6.15E-12,5.10E-12
22270,7657.623,6.03E-12,5.00E-12
22280,7657.365,5.89E-12,4.89E-12
22290,7657.109,5.78E-12,4.80E-12
22300,7656.856,5.70E-12,4.74E-12
22310,7656.605,5.69E-12,4.74E-12
22320,7656.356,5.71E-12,4.76E-12
22330,7656.11,5.76E-12,4.81E-12
22340,7655.867,5.78E-12,4.83E-12
22350,7655.626,5.78E-12,4.84E-12
22360,7655.388,5.76E-12,4.83E-12
22370,7655.152,5.69E-12,4.78E-12
22380,7654.919,5.63E-12,4.74E-12
22390,7654.689,5.59E-12,4.72E-12
22400,7654.462,5.61E-12,4.75E-12
22410,7654.237,5.58E-12,4.73E-12
22420,7654.015,5.38E-12,4.57E-12
22430,7653.796,5.09E-12,4.34E-12
22440,7653.58,4.76E-12,4.07E-12
22450,7653.366,4.42E-12,3.78E-12
22460,7653.156,4.19E-12,3.59E-12
22470,7652.948,4.21E-12,3.61E-12
22480,7652.743,4.47E-12,3.83E-12
22490,7652.541,4.74E-12,4.06E-12
22500,7652.341,4.81E-12,4.10E-12
22510,7652.145,4.72E-12,4.02E-12
22520,7651.951,4.68E-12,3.97E-12
22530,7651.761,4.69E-12,3.98E-12
22540,7651.573,4.71E-12,3.98E-12
22550,7651.388,4.70E-12,3.97E-12
22560,7651.206,4.75E-12,4.01E-12
22570,7651.027,4.91E-12,4.13E-12
22580,7650.851,5.07E-12,4.26E-12
22590,7650.677,5.07E-12,4.26E-12
22600,7650.506,4.96E-12,4.16E-12
22610,7650.338,4.81E-12,4.03E-12
22620,7650.172,4.67E-12,3.91E-12
22630,7650.009,4.55E-12,3.81E-12
22640,7649.848,4.52E-12,3.78E-12
22650,7649.69,4.52E-12,3.78E-12
22660,7649.535,4.40E-12,3.68E-12
22670,7649.382,4.20E-12,3.51E-12
22680,7649.231,4.17E-12,3.48E-12
22690,7649.083,4.23E-12,3.53E-12
22700,7648.938,4.33E-12,3.61E-12
22710,7648.795,4.43E-12,3.69E-12
22720,7648.654,4.51E-12,3.76E-12
22730,7648.515,4.60E-12,3.83E-12
22740,7648.379,4.67E-12,3.88E-12
22750,7648.245,4.70E-12,3.91E-12
22760,7648.113,4.71E-12,3.91E-12
22770,7647.983,4.69E-12,3.90E-12
22780,7647.856,4.67E-12,3.88E-12
22790,7647.73,4.68E-12,3.89E-12
22800,7647.606,4.70E-12,3.91E-12
22810,7647.484,4.67E-12,3.88E-12
22820,7647.363,4.57E-12,3.80E-12
22830,7647.245,4.47E-12,3.72E-12
22840,7647.128,4.38E-12,3.65E-12
22850,7647.012,4.31E-12,3.59E-12
22860,7646.898,4.26E-12,3.55E-12
22870,7646.785,4.24E-12,3.54E-12
22880,7646.674,4.24E-12,3.54E-12
22890,7646.564,4.22E-12,3.52E-12
22900,7646.455,4.17E-12,3.49E-12
22910,7646.347,4.10E-12,3.43E-12
22920,7646.241,4.03E-12,3.37E-12
22930,7646.135,3.98E-12,3.33E-12
22940,7646.03,3.94E-12,3.30E-12
22950,7645.926,3.91E-12,3.28E-12
22960,7645.822,3.89E-12,3.26E-12
22970,7645.719,3.89E-12,3.26E-12
22980,7645.617,3.89E-12,3.27E-12
22990,7645.515,3.88E-12,3.27E-12
23000,7645.413,3.87E-12,3.26E-12
23010,7645.312,3.84E-12,3.24E-12
23020,7645.21,3.81E-12,3.22E-12
23030,7645.109,3.77E-12,3.18E-12
23040,7645.007,3.73E-12,3.15E-12
23050,7644.906,3.69E-12,3.12E-12
23060,7644.804,3.66E-12,3.10E-12
23070,7644.702,3.64E-12,3.09E-12
23080,7644.599,3.61E-12,3.07E-12
23090,7644.496,3.59E-12,3.05E-12
23100,7644.393,3.57E-12,3.04E-12
23110,7644.288,3.56E-12,3.03E-12
23120,7644.183,3.55E-12,3.03E-12
23130,7644.077,3.55E-12,3.03E-12
23140,7643.969,3.55E-12,3.03E-12
23150,7643.861,3.55E-12,3.04E-12
23160,7643.752,3.55E-12,3.04E-12
23170,7643.642,3.55E-12,3.04E-12
23180,7643.53,3.54E-12,3.03E-12
23190,7643.417,3.53E-12,3.03E-12
23200,7643.303,3.52E-12,3.02E-12
23210,7643.187,3.51E-12,3.02E-12
23220,7643.069,3.49E-12,3.00E-12
23230,7642.95,3.47E-12,2.99E-12
23240,7642.83,3.46E-12,2.98E-12
23250,7642.707,3.45E-12,2.98E-12
23260,7642.583,3.43E-12,2.96E-12
23270,7642.457,3.42E-12,2.95E-12
23280,7642.329,3.41E-12,2.94E-12
23290,7642.199,3.39E-12,2.94E-12
23300,7642.066,3.38E-12,2.92E-12
23310,7641.932,3.36E-12,2.91E-12
23320,7641.795,3.35E-12,2.91E-12
23330,7641.656,3.35E-12,2.91E-12
23340,7641.514,3.35E-12,2.91E-12
23350,7641.37,3.35E-12,2.91E-12
23360,7641.224,3.35E-12,2.91E-12
23370,7641.075,3.35E-12,2.91E-12
23380,7640.923,3.34E-12,2.91E-12
23390,7640.769,3.34E-12,2.91E-12
23400,7640.611,3.33E-12,2.90E-12
23410,7640.452,3.33E-12,2.90E-12
23420,7640.289,3.33E-12,2.91E-12
23430,7640.123,3.34E-12,2.92E-12
23440,7639.954,3.34E-12,2.92E-12
23450,7639.783,3.35E-12,2.93E-12
23460,7639.608,3.36E-12,2.94E-12
23470,7639.431,3.37E-12,2.95E-12
23480,7639.25,3.38E-12,2.96E-12
23490,7639.066,3.40E-12,2.97E-12
23500,7638.879,3.41E-12,2.99E-12
23510,7638.688,3.43E-12,3.00E-12
23520,7638.494,3.44E-12,3.02E-12
23530,7638.297,3.45E-12,3.03E-12
23540,7638.096,3.47E-12,3.05E-12
23550,7637.892,3.47E-12,3.05E-12
23560,7637.685,3.48E-12,3.06E-12
23570,7637.474,3.47E-12,3.05E-12
23580,7637.26,3.46E-12,3.05E-12
23590,7637.043,3.45E-12,3.04E-12
23600,7636.822,3.44E-12,3.03E-12
23610,7636.597,3.42E-12,3.01E-12
23620,7636.369,3.41E-12,3.01E-12
23630,7636.138,3.40E-12,3.00E-12
23640,7635.903,3.39E-12,2.99E-12
23650,7635.664,3.39E-12,3.00E-12
23660,7635.422,3.40E-12,3.01E-12
23670,7635.176,3.42E-12,3.02E-12
23680,7634.926,3.44E-12,3.04E-12
23690,7634.673,3.45E-12,3.05E-12
23700,7634.417,3.44E-12,3.05E-12
23710,7634.157,3.43E-12,3.04E-12
23720,7633.893,3.44E-12,3.05E-12
23730,7633.626,3.44E-12,3.05E-12
23740,7633.356,3.44E-12,3.05E-12
23750,7633.082,3.44E-12,3.05E-12
23760,7632.805,3.44E-12,3.05E-12
23770,7632.524,3.44E-12,3.05E-12
23780,7632.24,3.45E-12,3.06E-12
23790,7631.953,3.44E-12,3.05E-12
23800,7631.662,3.42E-12,3.04E-12
23810,7631.368,3.41E-12,3.03E-12
23820,7631.071,3.41E-12,3.02E-12
23830,7630.771,3.41E-12,3.03E-12
23840,7630.468,3.42E-12,3.03E-12
23850,7630.163,3.41E-12,3.03E-12
23860,7629.854,3.40E-12,3.02E-12
23870,7629.542,3.39E-12,3.01E-12
23880,7629.228,3.38E-12,3.00E-12
23890,7628.911,3.36E-12,2.99E-12
23900,7628.591,3.35E-12,2.98E-12
23910,7628.269,3.34E-12,2.97E-12
23920,7627.944,3.33E-12,2.96E-12
23930,7627.617,3.32E-12,2.95E-12
23940,7627.287,3.30E-12,2.93E-12
23950,7626.955,3.28E-12,2.91E-12
23960,7626.621,3.25E-12,2.89E-12
23970,7626.285,3.21E-12,2.85E-12
23980,7625.947,3.21E-12,2.85E-12
23990,7625.606,3.19E-12,2.83E-12
24000,7625.263,3.18E-12,2.82E-12
24010,7624.919,3.17E-12,2.81E-12
24020,7624.572,3.16E-12,2.80E-12
24030,7624.224,3.14E-12,2.79E-12
24040,7623.874,3.13E-12,2.78E-12
24050,7623.523,3.10E-12,2.75E-12
24060,7623.171,3.08E-12,2.73E-12
24070,7622.817,3.06E-12,2.71E-12
24080,7622.462,3.03E-12,2.69E-12
24090,7622.107,3.02E-12,2.67E-12
24100,7621.75,2.99E-12,2.65E-12
24110,7621.393,2.98E-12,2.64E-12
24120,7621.035,2.97E-12,2.63E-12
24130,7620.677,2.96E-12,2.62E-12
24140,7620.318,2.94E-12,2.61E-12
24150,7619.959,2.93E-12,2.59E-12
24160,7619.6,2.92E-12,2.58E-12
24170,7619.24,2.91E-12,2.58E-12
24180,7618.881,2.91E-12,2.57E-12
24190,7618.522,2.90E-12,2.56E-12
24200,7618.163,2.88E-12,2.55E-12
24210,7617.804,2.86E-12,2.53E-12
24220,7617.446,2.85E-12,2.51E-12
24230,7617.089,2.83E-12,2.50E-12
24240,7616.733,2.81E-12,2.48E-12
24250,7616.377,2.80E-12,2.46E-12
24260,7616.023,2.78E-12,2.45E-12
24270,7615.669,2.77E-12,2.44E-12
24280,7615.317,2.75E-12,2.42E-12
24290,7614.967,2.74E-12,2.41E-12
24300,7614.618,2.74E-12,2.41E-12
24310,7614.271,2.74E-12,2.40E-12
24320,7613.926,2.72E-12,2.39E-12
24330,7613.582,2.71E-12,2.37E-12
24340,7613.241,2.70E-12,2.36E-12
24350,7612.902,2.68E-12,2.35E-12
24360,7612.566,2.67E-12,2.33E-12
24370,7612.232,2.66E-12,2.32E-12
24380,7611.901,2.65E-12,2.31E-12
24390,7611.573,2.64E-12,2.30E-12
24400,7611.248,2.61E-12,2.27E-12
24410,7610.925,2.59E-12,2.25E-12
24420,7610.606,2.60E-12,2.26E-12
24430,7610.291,2.60E-12,2.26E-12
24440,7609.979,2.58E-12,2.24E-12
24450,7609.67,2.57E-12,2.23E-12
24460,7609.365,2.56E-12,2.22E-12
24470,7609.065,2.55E-12,2.20E-12
24480,7608.768,2.54E-12,2.20E-12
24490,7608.475,2.54E-12,2.19E-12
24500,7608.187,2.53E-12,2.19E-12
24510,7607.904,2.53E-12,2.18E-12
24520,7607.624,2.53E-12,2.18E-12
24530,7607.35,2.52E-12,2.17E-12
24540,7607.08,2.52E-12,2.17E-12
24550,7606.816,2.51E-12,2.15E-12
24560,7606.556,2.51E-12,2.15E-12
24570,7606.302,2.51E-12,2.15E-12
24580,7606.053,2.51E-12,2.15E-12
24590,7605.81,2.50E-12,2.14E-12
24600,7605.573,2.51E-12,2.15E-12
24610,7605.341,2.54E-12,2.17E-12
24620,7605.115,2.58E-12,2.21E-12
24630,7604.895,2.62E-12,2.24E-12
24640,7604.681,2.67E-12,2.28E-12
24650,7604.474,2.71E-12,2.31E-12
24660,7604.272,2.74E-12,2.34E-12
24670,7604.078,2.77E-12,2.36E-12
24680,7603.89,2.79E-12,2.38E-12
24690,7603.708,2.81E-12,2.39E-12
24700,7603.534,2.82E-12,2.40E-12
24710,7603.366,2.82E-12,2.40E-12
24720,7603.205,2.84E-12,2.42E-12
24730,7603.051,2.87E-12,2.44E-12
24740,7602.905,2.90E-12,2.47E-12
24750,7602.766,2.94E-12,2.49E-12
24760,7602.634,2.98E-12,2.53E-12
24770,7602.51,3.00E-12,2.55E-12
24780,7602.393,3.05E-12,2.60E-12
24790,7602.284,3.10E-12,2.63E-12
24800,7602.183,3.14E-12,2.68E-12
24810,7602.089,3.19E-12,2.72E-12
24820,7602.004,3.22E-12,2.74E-12
24830,7601.926,3.24E-12,2.77E-12
24840,7601.857,3.27E-12,2.79E-12
24850,7601.796,3.32E-12,2.83E-12
24860,7601.743,3.38E-12,2.89E-12
24870,7601.698,3.43E-12,2.93E-12
24880,7601.661,3.46E-12,2.97E-12
24890,7601.633,3.48E-12,2.99E-12
24900,7601.614,3.50E-12,3.01E-12
24910,7601.603,3.54E-12,3.05E-12
24920,7601.601,3.60E-12,3.10E-12
24930,7601.607,3.69E-12,3.18E-12
24940,7601.622,3.77E-12,3.26E-12
24950,7601.646,3.85E-12,3.33E-12
24960,7601.679,3.90E-12,3.38E-12
24970,7601.721,3.92E-12,3.40E-12
24980,7601.772,3.94E-12,3.42E-12
24990,7601.832,3.96E-12,3.45E-12
25000,7601.901,3.98E-12,3.48E-12
25010,7601.979,3.99E-12,3.49E-12
25020,7602.066,4.02E-12,3.52E-12
25030,7602.162,4.04E-12,3.54E-12
25040,7602.268,4.06E-12,3.56E-12
25050,7602.383,4.09E-12,3.58E-12
25060,7602.507,4.16E-12,3.63E-12
25070,7602.64,4.24E-12,3.69E-12
25080,7602.782,4.33E-12,3.76E-12
25090,7602.934,4.43E-12,3.83E-12
25100,7603.095,4.52E-12,3.91E-12
25110,7603.265,4.61E-12,3.97E-12
25120,7603.444,4.68E-12,4.03E-12
25130,7603.633,4.79E-12,4.12E-12
25140,7603.831,4.90E-12,4.20E-12
25150,7604.037,4.95E-12,4.23E-12
25160,7604.253,4.97E-12,4.24E-12
25170,7604.479,4.99E-12,4.26E-12
25180,7604.713,5.01E-12,4.27E-12
25190,7604.956,4.94E-12,4.20E-12
25200,7605.209,4.85E-12,4.12E-12
25210,7605.47,4.84E-12,4.11E-12
25220,7605.741,4.88E-12,4.14E-12
25230,7606.02,4.83E-12,4.10E-12
25240,7606.308,4.74E-12,4.02E-12
25250,7606.605,4.71E-12,3.99E-12
25260,7606.911,4.77E-12,4.05E-12
25270,7607.225,4.87E-12,4.13E-12
25280,7607.548,4.98E-12,4.23E-12
25290,7607.88,5.20E-12,4.41E-12
25300,7608.22,5.53E-12,4.69E-12
25310,7608.568,5.77E-12,4.90E-12
25320,7608.925,5.79E-12,4.92E-12
25330,7609.29,5.67E-12,4.82E-12
25340,7609.663,5.50E-12,4.68E-12
25350,7610.044,5.26E-12,4.47E-12
25360,7610.433,4.99E-12,4.25E-12
25370,7610.83,4.81E-12,4.09E-12
25380,7611.235,4.79E-12,4.09E-12
25390,7611.648,4.95E-12,4.22E-12
25400,7612.069,5.23E-12,4.47E-12
25410,7612.497,5.50E-12,4.70E-12
25420,7612.932,5.63E-12,4.82E-12
25430,7613.375,5.67E-12,4.86E-12
25440,7613.825,5.74E-12,4.93E-12
25450,7614.283,5.90E-12,5.07E-12
25460,7614.747,6.14E-12,5.28E-12
25470,7615.218,6.34E-12,5.46E-12
25480,7615.696,6.55E-12,5.65E-12
25490,7616.181,6.73E-12,5.81E-12
25500,7616.672,6.83E-12,5.90E-12
25510,7617.17,6.83E-12,5.91E-12
25520,7617.673,6.82E-12,5.91E-12
25530,7618.183,6.81E-12,5.91E-12
25540,7618.699,6.79E-12,5.89E-12
25550,7619.221,6.77E-12,5.89E-12
25560,7619.749,6.77E-12,5.89E-12
25570,7620.282,6.78E-12,5.91E-12
25580,7620.82,6.80E-12,5.93E-12
25590,7621.364,6.81E-12,5.94E-12
25600,7621.914,6.81E-12,5.95E-12
25610,7622.468,6.79E-12,5.93E-12
25620,7623.027,6.77E-12,5.92E-12
25630,7623.591,6.76E-12,5.92E-12
25640,7624.16,6.76E-12,5.92E-12
25650,7624.733,6.77E-12,5.94E-12
25660,7625.31,6.82E-12,5.98E-12
25670,7625.892,6.80E-12,5.97E-12
25680,7626.477,6.83E-12,6.00E-12
25690,7627.066,6.87E-12,6.03E-12
25700,7627.659,6.90E-12,6.05E-12
25710,7628.255,6.92E-12,6.08E-12
25720,7628.854,6.96E-12,6.11E-12
25730,7629.456,7.00E-12,6.14E-12
25740,7630.061,7.05E-12,6.19E-12
25750,7630.669,7.11E-12,6.25E-12
25760,7631.28,7.17E-12,6.29E-12
25770,7631.893,7.22E-12,6.34E-12
25780,7632.508,7.29E-12,6.40E-12
25790,7633.125,7.37E-12,6.47E-12
25800,7633.744,7.46E-12,6.55E-12
25810,7634.364,7.55E-12,6.63E-12
25820,7634.986,7.63E-12,6.70E-12
25830,7635.609,7.72E-12,6.78E-12
25840,7636.234,7.80E-12,6.85E-12
25850,7636.859,7.88E-12,6.93E-12
25860,7637.486,7.95E-12,6.98E-12
25870,7638.112,8.02E-12,7.05E-12
25880,7638.74,8.10E-12,7.12E-12
25890,7639.367,8.17E-12,7.18E-12
25900,7639.995,8.23E-12,7.23E-12
25910,7640.622,8.29E-12,7.29E-12
25920,7641.25,8.36E-12,7.35E-12
25930,7641.876,8.44E-12,7.41E-12
25940,7642.502,8.50E-12,7.46E-12
25950,7643.128,8.55E-12,7.51E-12
25960,7643.752,8.61E-12,7.56E-12
25970,7644.375,8.67E-12,7.61E-12
25980,7644.997,8.72E-12,7.66E-12
25990,7645.618,8.78E-12,7.71E-12
26000,7646.237,8.86E-12,7.78E-12
26010,7646.854,8.93E-12,7.84E-12
26020,7647.469,9.00E-12,7.91E-12
26030,7648.081,9.09E-12,7.98E-12
26040,7648.692,9.17E-12,8.06E-12
26050,7649.3,9.24E-12,8.12E-12
26060,7649.905,9.31E-12,8.17E-12
26070,7650.508,9.37E-12,8.23E-12
26080,7651.107,9.43E-12,8.28E-12
26090,7651.703,9.50E-12,8.34E-12
26100,7652.296,9.57E-12,8.40E-12
26110,7652.886,9.65E-12,8.47E-12
26120,7653.471,9.73E-12,8.54E-12
26130,7654.053,9.82E-12,8.62E-12
26140,7654.631,9.90E-12,8.69E-12
26150,7655.204,9.98E-12,8.76E-12
26160,7655.774,1.01E-11,8.83E-12
26170,7656.338,1.01E-11,8.89E-12
26180,7656.898,1.02E-11,8.96E-12
26190,7657.454,1.03E-11,9.03E-12
26200,7658.004,1.04E-11,9.11E-12
26210,7658.55,1.05E-11,9.20E-12
26220,7659.09,1.06E-11,9.29E-12
26230,7659.624,1.07E-11,9.38E-12
26240,7660.154,1.08E-11,9.47E-12
26250,7660.678,1.09E-11,9.54E-12
26260,7661.195,1.09E-11,9.59E-12
26270,7661.708,1.10E-11,9.64E-12
26280,7662.214,1.11E-11,9.71E-12
26290,7662.714,1.12E-11,9.81E-12
26300,7663.207,1.13E-11,9.92E-12
26310,7663.695,1.14E-11,1.00E-11
26320,7664.176,1.15E-11,1.01E-11
26330,7664.65,1.16E-11,1.02E-11
26340,7665.118,1.17E-11,1.03E-11
26350,7665.578,1.18E-11,1.03E-11
26360,7666.032,1.18E-11,1.04E-11
26370,7666.479,1.19E-11,1.05E-11
26380,7666.918,1.20E-11,1.06E-11
26390,7667.35,1.21E-11,1.06E-11
26400,7667.775,1.22E-11,1.07E-11
26410,7668.192,1.23E-11,1.08E-11
26420,7668.602,1.24E-11,1.09E-11
26430,7669.004,1.25E-11,1.10E-11
26440,7669.398,1.26E-11,1.10E-11
26450,7669.784,1.27E-11,1.11E-11
26460,7670.163,1.28E-11,1.12E-11
26470,7670.533,1.28E-11,1.13E-11
26480,7670.895,1.29E-11,1.13E-11
26490,7671.249,1.30E-11,1.14E-11
26500,7671.595,1.30E-11,1.14E-11
26510,7671.932,1.30E-11,1.15E-11
26520,7672.261,1.31E-11,1.15E-11
26530,7672.582,1.31E-11,1.15E-11
26540,7672.894,1.32E-11,1.16E-11
26550,7673.197,1.32E-11,1.16E-11
26560,7673.492,1.33E-11,1.16E-11
26570,7673.778,1.33E-11,1.17E-11
